"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH-1",".0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
704836.139,3621213.195,104.688,69.219,2,8,1.5,39:27.0,11/29/2018
704836.611,3621214.008,106.328,71.211,2,8,1.5,39:27.3,11/29/2018
704836.917,3621214.537,107.617,70.82,2,8,1.5,39:27.4,11/29/2018
704837.734,3621215.914,110.391,72.93,2,8,1.5,39:27.8,11/29/2018
704837.772,3621215.977,112.852,74.141,2,8,1.5,39:27.8,11/29/2018
704838.076,3621216.487,114.023,73.047,2,8,1.5,39:28.0,11/29/2018
704838.426,3621217.073,114.766,73.242,2,8,1.5,39:28.2,11/29/2018
704838.809,3621217.717,115.898,73.984,2,8,1.5,39:28.4,11/29/2018
704839.248,3621218.465,117.344,76.445,2,8,1.5,39:28.6,11/29/2018
704839.486,3621218.877,119.023,79.453,2,8,1.5,39:28.7,11/29/2018
704839.799,3621219.419,125,84.414,2,8,1.5,39:28.9,11/29/2018
704840.183,3621220.086,130.781,89.414,2,8,1.5,39:29.1,11/29/2018
704840.452,3621220.551,135.859,92.852,2,8,1.5,39:29.3,11/29/2018
704840.797,3621221.152,140.469,96.719,2,8,1.5,39:29.5,11/29/2018
704841.161,3621221.799,146.68,101.367,2,8,1.5,39:29.7,11/29/2018
704841.375,3621222.18,152.578,104.219,2,8,1.5,39:29.9,11/29/2018
704841.707,3621222.77,158.203,109.297,2,8,1.5,39:30.1,11/29/2018
704841.992,3621223.276,165.508,114.727,2,8,1.5,39:30.2,11/29/2018
704842.32,3621223.861,172.656,121.328,2,8,1.5,39:30.5,11/29/2018
704842.649,3621224.413,179.727,126.055,2,8,1.5,39:30.6,11/29/2018
704843.059,3621225.096,185.742,129.688,2,8,1.5,39:30.9,11/29/2018
704843.341,3621225.567,192.773,135.195,2,8,1.5,39:31.0,11/29/2018
704843.702,3621226.17,196.523,135.898,2,8,1.5,39:31.2,11/29/2018
704844.015,3621226.691,197.109,136.211,2,8,1.5,39:31.4,11/29/2018
704844.403,3621227.364,196.094,134.57,2,8,1.5,39:31.6,11/29/2018
704844.691,3621227.871,196.289,136.602,2,8,1.5,39:31.8,11/29/2018
704845.061,3621228.522,196.211,136.523,2,8,1.5,39:32.0,11/29/2018
704845.457,3621229.221,196.602,133.477,2,8,1.5,39:32.2,11/29/2018
704845.723,3621229.69,196.289,132.383,2,8,1.5,39:32.4,11/29/2018
704846.138,3621230.43,196.055,132.461,2,7,1.5,39:32.6,11/29/2018
704846.448,3621230.989,193.711,129.727,2,7,1.5,39:32.8,11/29/2018
704846.739,3621231.516,190.273,123.867,2,7,1.5,39:32.9,11/29/2018
704847.056,3621232.088,185.469,120.156,2,7,1.5,39:33.1,11/29/2018
704847.459,3621232.815,182.305,119.219,2,7,1.5,39:33.3,11/29/2018
704847.8,3621233.426,180.352,118.164,2,7,1.5,39:33.5,11/29/2018
704848.344,3621234.352,176.836,116.055,2,7,1.5,39:33.8,11/29/2018
704848.536,3621234.68,174.531,114.336,2,7,1.5,39:33.9,11/29/2018
704848.895,3621235.292,171.523,112.656,2,7,1.5,39:34.0,11/29/2018
704849.323,3621236.022,168.789,111.445,2,7,1.5,39:34.3,11/29/2018
704849.68,3621236.631,167.969,111.406,2,7,1.5,39:34.4,11/29/2018
704850.046,3621237.249,169.844,111.289,2,7,1.5,39:34.6,11/29/2018
704850.482,3621237.985,172.07,112.461,2,7,1.5,39:34.8,11/29/2018
704850.928,3621238.737,174.883,116.172,2,7,1.5,39:35.0,11/29/2018
704851.192,3621239.181,176.328,116.914,2,7,1.5,39:35.2,11/29/2018
704851.658,3621239.968,176.68,115.977,2,7,1.5,39:35.4,11/29/2018
704852.037,3621240.608,178.477,119.141,2,8,1.5,39:35.6,11/29/2018
704852.493,3621241.38,179.57,118.984,2,8,1.5,39:35.8,11/29/2018
704852.863,3621242.006,177.578,116.641,2,8,1.5,39:36.0,11/29/2018
704853.238,3621242.639,175.391,114.727,2,8,1.5,39:36.1,11/29/2018
704854.068,3621244.044,160.078,101.641,2,8,1.5,39:36.5,11/29/2018
704854.566,3621244.891,152.539,96.719,2,8,1.5,39:36.7,11/29/2018
704855.315,3621246.164,147.188,93.477,2,8,1.5,39:37.1,11/29/2018
704855.393,3621246.296,143.75,93.555,2,8,1.5,39:37.1,11/29/2018
704855.845,3621247.064,142.305,92.539,2,8,1.5,39:37.3,11/29/2018
704856.277,3621247.799,142.383,92.695,2,8,1.5,39:37.5,11/29/2018
704856.578,3621248.312,141.836,91.875,2,8,1.5,39:37.7,11/29/2018
704857.283,3621249.512,143.086,93.867,2,8,1.5,39:38.0,11/29/2018
704857.405,3621249.72,145.898,95.195,2,8,1.5,39:38.0,11/29/2018
704857.857,3621250.489,147.891,97.93,2,8,1.5,39:38.2,11/29/2018
704858.441,3621251.484,149.062,98.75,2,8,1.5,39:38.5,11/29/2018
704858.74,3621252.001,151.367,99.727,2,8,1.5,39:38.6,11/29/2018
704859.299,3621252.967,151.328,99.531,2,8,1.5,39:38.9,11/29/2018
704859.739,3621253.728,149.102,97.656,2,8,1.5,39:39.1,11/29/2018
704860.071,3621254.303,143.672,93.633,2,8,1.5,39:39.2,11/29/2018
704860.467,3621254.986,139.258,89.453,2,8,1.5,39:39.4,11/29/2018
704860.797,3621255.558,133.164,85.43,2,8,1.5,39:39.5,11/29/2018
704861.579,3621256.914,128.672,82.422,2,8,1.5,39:39.9,11/29/2018
704861.744,3621257.198,125.898,79.648,2,8,1.5,39:40.0,11/29/2018
704862.299,3621258.161,123.555,79.336,2,8,1.5,39:40.2,11/29/2018
704862.555,3621258.605,123.867,79.258,2,8,1.5,39:40.3,11/29/2018
704863.115,3621259.577,123.828,79.531,2,8,1.5,39:40.6,11/29/2018
704863.503,3621260.252,122.148,78.789,2,8,1.5,39:40.8,11/29/2018
704863.898,3621260.938,120.508,77.344,2,8,1.5,39:40.9,11/29/2018
704864.274,3621261.593,119.57,77.031,2,8,1.5,39:41.1,11/29/2018
704864.805,3621262.515,118.477,76.133,2,8,1.5,39:41.3,11/29/2018
704865.153,3621263.126,117.773,76.406,2,8,1.5,39:41.5,11/29/2018
704865.558,3621263.872,118.359,77.5,2,8,1.5,39:41.7,11/29/2018
704866.282,3621265.206,118.477,77.266,2,8,1.5,39:42.0,11/29/2018
704866.382,3621265.39,121.055,80.039,2,8,1.5,39:42.1,11/29/2018
704866.671,3621265.921,123.789,81.094,2,8,1.5,39:42.2,11/29/2018
704867.23,3621266.947,124.961,81.289,2,8,1.5,39:42.5,11/29/2018
704867.876,3621268.079,124.57,80.82,2,8,1.5,39:42.8,11/29/2018
704868.003,3621268.302,122.852,79.414,2,8,1.5,39:42.9,11/29/2018
704868.371,3621268.948,121.875,78.75,2,8,1.5,39:43.0,11/29/2018
704868.634,3621269.408,119.531,77.305,2,8,1.5,39:43.2,11/29/2018
704869.112,3621270.247,118.359,76.406,2,8,1.5,39:43.4,11/29/2018
704869.642,3621271.168,117.383,76.094,2,8,1.5,39:43.6,11/29/2018
704869.877,3621271.576,117.461,76.094,2,8,1.5,39:43.7,11/29/2018
704870.356,3621272.404,115.039,74.453,2,8,1.5,39:44.0,11/29/2018
704870.718,3621273.032,113.945,73.086,2,8,1.5,39:44.1,11/29/2018
704871.125,3621273.737,112.734,71.367,2,8,1.5,39:44.3,11/29/2018
704871.808,3621274.91,109.922,68.516,2,8,1.5,39:44.6,11/29/2018
704871.94,3621275.135,105.234,67.266,2,8,1.5,39:44.7,11/29/2018
704872.68,3621276.396,103.203,65.547,2,8,1.5,39:45.0,11/29/2018
704872.792,3621276.588,101.211,64.258,2,8,1.5,39:45.1,11/29/2018
704873.169,3621277.23,99.023,63.008,2,8,1.5,39:45.3,11/29/2018
704873.541,3621277.865,97.031,62.422,2,8,1.5,39:45.4,11/29/2018
704874.409,3621279.314,95,61.289,2,8,1.5,39:45.8,11/29/2018
704875.05,3621280.383,91.68,57.539,2,8,1.5,39:46.1,11/29/2018
704875.126,3621280.511,88.828,56.992,2,8,1.5,39:46.2,11/29/2018
704875.185,3621280.609,88.242,55.547,2,8,1.5,39:46.2,11/29/2018
704876.129,3621282.178,88.867,57.734,2,8,1.5,39:46.6,11/29/2018
704876.236,3621282.356,90.742,59.258,2,8,1.5,39:46.7,11/29/2018
704876.47,3621282.743,92.773,59.766,2,8,1.5,39:46.8,11/29/2018
704876.958,3621283.552,93.477,59.648,2,8,1.5,39:47.0,11/29/2018
704877.289,3621284.099,93.086,60.195,2,8,1.5,39:47.2,11/29/2018
704878.475,3621286.124,94.688,62.578,2,8,1.5,39:47.7,11/29/2018
704878.543,3621286.244,95.273,62.578,2,8,1.5,39:47.7,11/29/2018
704878.647,3621286.43,95.703,62.305,2,8,1.5,39:47.8,11/29/2018
704878.881,3621286.846,95.391,62.344,2,8,1.5,39:47.9,11/29/2018
704879.279,3621287.555,93.867,61.602,2,8,1.5,39:48.1,11/29/2018
704879.802,3621288.485,92.227,59.883,2,8,1.5,39:48.4,11/29/2018
704880.127,3621289.065,90.312,58.398,2,8,1.5,39:48.5,11/29/2018
704880.515,3621289.766,90.469,59.883,2,8,1.5,39:48.7,11/29/2018
704880.823,3621290.32,92.266,61.172,2,8,1.5,39:48.9,11/29/2018
704881.2,3621291,94.922,64.297,2,8,1.5,39:49.1,11/29/2018
704881.539,3621291.611,98.281,66.719,2,8,1.5,39:49.2,11/29/2018
704881.925,3621292.309,100.625,66.602,2,8,1.5,39:49.4,11/29/2018
704882.407,3621293.144,98.906,64.609,2,8,1.5,39:49.7,11/29/2018
704882.683,3621293.619,94.531,60.469,2,8,1.5,39:49.8,11/29/2018
704883.161,3621294.443,88.438,55.898,2,8,1.5,39:50.0,11/29/2018
704883.453,3621294.946,82.617,53.164,2,8,1.5,39:50.2,11/29/2018
704883.915,3621295.742,78.984,50.742,2,8,1.5,39:50.4,11/29/2018
704884.218,3621296.27,76.953,49.18,2,8,1.5,39:50.6,11/29/2018
704884.555,3621296.861,75.312,48.125,2,8,1.5,39:50.7,11/29/2018
704884.999,3621297.638,74.18,47.5,2,8,1.5,39:51.0,11/29/2018
704885.431,3621298.395,74.961,49.062,2,8,1.5,39:51.2,11/29/2018
704885.723,3621298.906,76.523,50.469,2,8,1.5,39:51.3,11/29/2018
704886.068,3621299.531,79.141,53.125,2,8,1.5,39:51.5,11/29/2018
704886.411,3621300.204,81.484,54.18,2,8,1.5,39:51.7,11/29/2018
704886.774,3621300.917,82.07,52.891,2,8,1.5,39:51.9,11/29/2018
704887.049,3621301.457,80.352,51.797,2,8,1.5,39:52.1,11/29/2018
704887.346,3621302.041,78.438,51.953,2,8,1.5,39:52.3,11/29/2018
704887.717,3621302.753,78.242,52.305,2,8,1.5,39:52.5,11/29/2018
704888.084,3621303.359,77.5,52.812,2,8,1.5,39:52.7,11/29/2018
704888.47,3621303.997,77.07,52.852,2,8,1.5,39:52.8,11/29/2018
704888.864,3621304.65,76.758,52.344,2,8,1.5,39:53.0,11/29/2018
704889.325,3621305.412,76.797,52.5,2,8,1.5,39:53.2,11/29/2018
704889.819,3621306.231,75.43,50.625,2,8,1.5,39:53.5,11/29/2018
704890.161,3621306.815,72.695,48.672,2,8,1.5,39:53.6,11/29/2018
704890.501,3621307.395,69.766,46.602,2,8,1.5,39:53.8,11/29/2018
704890.936,3621308.137,68.672,46.758,2,8,1.5,39:54.0,11/29/2018
704891.287,3621308.735,70.508,48.516,2,8,1.5,39:54.2,11/29/2018
704891.718,3621309.47,73.398,51.484,2,8,1.5,39:54.4,11/29/2018
704892.129,3621310.166,78.438,54.219,2,8,1.5,39:54.6,11/29/2018
704892.603,3621310.96,83.125,57.852,2,8,1.5,39:54.8,11/29/2018
704892.953,3621311.548,86.328,58.516,2,8,1.5,39:54.9,11/29/2018
704893.452,3621312.386,87.07,58.984,2,8,1.5,39:55.2,11/29/2018
704893.737,3621312.862,88.359,59.219,2,8,1.5,39:55.3,11/29/2018
704894.23,3621313.698,89.023,59.609,2,8,1.5,39:55.5,11/29/2018
704894.637,3621314.401,89.57,59.102,2,8,1.5,39:55.7,11/29/2018
704895.06,3621315.133,89.609,58.633,2,8,1.5,39:55.9,11/29/2018
704895.38,3621315.687,90.938,60.391,2,8,1.5,39:56.1,11/29/2018
704895.86,3621316.517,92.461,61.055,2,8,1.5,39:56.3,11/29/2018
704896.182,3621317.075,93.438,60.977,2,8,1.5,39:56.5,11/29/2018
704896.594,3621317.777,93.711,61.719,2,8,1.5,39:56.7,11/29/2018
704896.986,3621318.446,91.797,59.102,2,8,1.5,39:56.8,11/29/2018
704897.506,3621319.334,89.062,56.133,2,8,1.5,39:57.1,11/29/2018
704897.774,3621319.792,87.383,55.391,2,8,1.5,39:57.2,11/29/2018
704898.179,3621320.484,85.703,54.688,2,8,1.5,39:57.4,11/29/2018
704898.64,3621321.263,86.836,56.25,2,8,1.5,39:57.6,11/29/2018
704899.024,3621321.909,90.82,60.234,2,8,1.5,39:57.8,11/29/2018
704899.457,3621322.64,94.453,62.188,2,8,1.5,39:58.0,11/29/2018
704899.93,3621323.436,95.469,63.828,2,8,1.5,39:58.2,11/29/2018
704900.248,3621323.972,97.734,65.312,2,8,1.5,39:58.4,11/29/2018
704900.733,3621324.787,99.609,66.445,2,8,1.5,39:58.6,11/29/2018
704901.123,3621325.443,100.43,66.758,2,8,1.5,39:58.8,11/29/2018
704901.49,3621326.058,101.602,67.383,2,8,1.5,39:58.9,11/29/2018
704901.924,3621326.786,102.344,67.617,2,8,1.5,39:59.1,11/29/2018
704902.414,3621327.609,102.227,67.305,2,8,1.5,39:59.4,11/29/2018
704902.743,3621328.165,101.523,66.406,2,8,1.5,39:59.5,11/29/2018
704903.117,3621328.808,100.586,65.82,2,8,1.5,39:59.7,11/29/2018
704903.556,3621329.563,100,65.898,2,8,1.5,39:59.9,11/29/2018
704903.947,3621330.236,96.836,64.414,2,8,1.5,40:00.1,11/29/2018
704904.389,3621330.997,90.898,60,2,8,1.5,40:00.3,11/29/2018
704904.81,3621331.722,85.703,56.055,2,8,1.5,40:00.5,11/29/2018
704905.261,3621332.491,82.773,54.453,2,8,1.5,40:00.7,11/29/2018
704905.613,3621333.09,82.695,55.938,2,8,1.5,40:00.8,11/29/2018
704906.094,3621333.91,84.297,57.93,2,8,1.5,40:01.1,11/29/2018
704906.411,3621334.45,85.469,58.867,2,8,1.5,40:01.2,11/29/2018
704906.909,3621335.3,86.328,57.93,2,8,1.5,40:01.4,11/29/2018
704907.245,3621335.871,86.094,58.203,2,8,1.5,40:01.6,11/29/2018
704907.621,3621336.511,87.07,58.008,2,8,1.5,40:01.8,11/29/2018
704908.039,3621337.223,86.094,57.383,2,8,1.5,40:02.0,11/29/2018
704908.411,3621337.856,84.688,56.641,2,8,1.5,40:02.1,11/29/2018
704908.829,3621338.568,83.438,55.898,2,8,1.5,40:02.3,11/29/2018
704909.381,3621339.504,83.359,56.172,2,8,1.5,40:02.6,11/29/2018
704909.624,3621339.916,84.609,56.797,2,8,1.5,40:02.7,11/29/2018
704910.09,3621340.705,86.445,57.266,2,8,1.5,40:02.9,11/29/2018
704910.473,3621341.353,87.539,58.594,2,8,1.5,40:03.1,11/29/2018
704910.891,3621342.063,89.727,60.312,2,8,1.5,40:03.3,11/29/2018
704911.291,3621342.741,91.016,61.016,2,8,1.5,40:03.5,11/29/2018
704911.685,3621343.423,91.836,61.68,2,8,1.5,40:03.7,11/29/2018
704912.142,3621344.214,92.539,60.586,2,8,1.5,40:03.9,11/29/2018
704912.421,3621344.697,93.594,62.148,2,8,1.5,40:04.0,11/29/2018
704912.85,3621345.439,95.547,64.023,2,8,1.5,40:04.3,11/29/2018
704913.346,3621346.298,96.641,65.469,2,8,1.5,40:04.5,11/29/2018
704913.622,3621346.78,97.539,65.664,2,8,1.5,40:04.6,11/29/2018
704914.018,3621347.471,98.086,65.469,2,8,1.5,40:04.8,11/29/2018
704914.372,3621348.088,99.648,66.68,2,8,1.5,40:05.0,11/29/2018
704914.798,3621348.833,101.172,67.109,2,8,1.5,40:05.2,11/29/2018
704915.162,3621349.468,101.719,66.641,2,8,1.5,40:05.4,11/29/2018
704915.561,3621350.152,100.859,65.586,2,8,1.5,40:05.6,11/29/2018
704915.966,3621350.839,98.984,65.039,2,8,1.5,40:05.8,11/29/2018
704916.299,3621351.404,98.477,64.453,2,8,1.5,40:05.9,11/29/2018
704916.702,3621352.088,96.992,64.297,2,8,1.5,40:06.1,11/29/2018
704917.087,3621352.74,95.547,64.219,2,8,1.5,40:06.3,11/29/2018
704917.539,3621353.514,94.375,63.633,2,9,1.5,40:06.5,11/29/2018
704917.871,3621354.097,95.664,64.688,2,9,1.5,40:06.7,11/29/2018
704918.251,3621354.76,98.203,66.367,2,9,1.5,40:06.9,11/29/2018
704918.735,3621355.608,99.688,66.016,2,9,1.5,40:07.1,11/29/2018
704919.033,3621356.13,99.727,66.914,2,9,1.5,40:07.3,11/29/2018
704919.413,3621356.794,103.125,69.57,2,9,1.5,40:07.5,11/29/2018
704919.927,3621357.684,105.977,70.938,2,9,1.5,40:07.7,11/29/2018
704920.273,3621358.281,107.93,72.383,2,9,1.5,40:07.9,11/29/2018
704920.591,3621358.831,109.648,74.414,2,9,1.5,40:08.1,11/29/2018
704920.965,3621359.478,110.547,74.258,2,9,1.5,40:08.2,11/29/2018
704921.357,3621360.156,109.57,73.633,2,9,1.5,40:08.4,11/29/2018
704921.739,3621360.824,107.344,70.117,2,9,1.5,40:08.6,11/29/2018
704922.118,3621361.49,105.352,69.492,2,9,1.5,40:08.8,11/29/2018
704922.507,3621362.172,103.516,67.773,2,9,1.5,40:09.0,11/29/2018
704922.929,3621362.912,102.5,65.938,2,9,1.5,40:09.2,11/29/2018
704923.264,3621363.499,101.562,65.664,2,9,1.5,40:09.4,11/29/2018
704923.726,3621364.296,99.961,64.219,2,9,1.5,40:09.6,11/29/2018
704924.004,3621364.771,97.266,62.148,2,9,1.5,40:09.7,11/29/2018
704924.409,3621365.46,93.359,59.688,2,9,1.5,40:09.9,11/29/2018
704924.91,3621366.312,89.062,56.289,2,9,1.5,40:10.2,11/29/2018
704925.217,3621366.835,84.414,54.375,2,9,1.5,40:10.3,11/29/2018
704925.782,3621367.798,81.172,52.695,2,9,1.5,40:10.6,11/29/2018
704925.987,3621368.146,79.258,52.539,2,9,1.5,40:10.7,11/29/2018
704926.419,3621368.883,78.32,50.82,2,9,1.5,40:10.9,11/29/2018
704926.729,3621369.412,77.578,50.352,2,9,1.5,40:11.1,11/29/2018
704927.188,3621370.194,78.594,51.367,2,9,1.5,40:11.3,11/29/2018
704927.757,3621371.164,81.953,54.961,2,9,1.5,40:11.6,11/29/2018
704927.892,3621371.395,85.586,58.086,2,9,1.5,40:11.7,11/29/2018
704928.212,3621371.942,88.32,60.078,2,9,1.5,40:11.8,11/29/2018
704928.634,3621372.662,91.562,62.93,2,9,1.5,40:12.0,11/29/2018
704928.966,3621373.23,94.57,64.727,2,9,1.5,40:12.2,11/29/2018
704929.425,3621374.015,95.078,62.93,2,9,1.5,40:12.4,11/29/2018
704929.811,3621374.669,94.062,62.383,2,9,1.5,40:12.6,11/29/2018
704930.104,3621375.164,91.719,60.156,2,9,1.5,40:12.8,11/29/2018
704930.546,3621375.911,88.125,56.211,2,9,1.5,40:13.0,11/29/2018
704930.873,3621376.464,82.383,52.969,2,9,1.5,40:13.2,11/29/2018
704931.327,3621377.232,78.711,51.523,2,9,1.5,40:13.4,11/29/2018
704931.741,3621377.933,76.211,51.523,2,9,1.5,40:13.6,11/29/2018
704932.084,3621378.518,74.102,50.234,2,9,1.5,40:13.8,11/29/2018
704932.484,3621379.197,73.203,50.195,2,9,1.5,40:14.0,11/29/2018
704932.756,3621379.659,72.109,49.688,2,9,1.5,40:14.1,11/29/2018
704933.173,3621380.369,71.602,48.711,2,9,1.5,40:14.3,11/29/2018
704933.539,3621380.99,69.102,45.469,2,9,1.5,40:14.5,11/29/2018
704933.888,3621381.581,67.891,45.391,2,9,1.5,40:14.7,11/29/2018
704934.331,3621382.331,67.852,46.133,2,9,1.5,40:14.9,11/29/2018
704934.693,3621382.945,70.938,50.195,2,9,1.5,40:15.1,11/29/2018
704935.116,3621383.661,75.898,52.891,2,9,1.5,40:15.3,11/29/2018
704935.395,3621384.134,79.883,55.547,2,9,1.5,40:15.4,11/29/2018
704935.799,3621384.829,82.305,56.914,2,9,1.5,40:15.6,11/29/2018
704936.225,3621385.563,85.039,58.516,2,9,1.5,40:15.9,11/29/2018
704936.525,3621386.08,87.031,59.727,2,9,1.5,40:16.0,11/29/2018
704936.893,3621386.714,88.398,61.367,2,9,1.5,40:16.2,11/29/2018
704937.332,3621387.472,90.82,63.398,2,9,1.5,40:16.4,11/29/2018
704937.713,3621388.097,94.336,65.391,2,9,1.5,40:16.6,11/29/2018
704938.007,3621388.577,97.578,66.055,2,9,1.5,40:16.8,11/29/2018
704938.4,3621389.217,101.016,68.281,2,9,1.5,40:17.0,11/29/2018
704938.904,3621390.039,102.266,69.219,2,9,1.5,40:17.2,11/29/2018
704939.158,3621390.452,101.094,67.344,2,9,1.5,40:17.3,11/29/2018
704939.558,3621391.108,97.891,65.312,2,9,1.5,40:17.5,11/29/2018
704939.914,3621391.695,95.039,63.398,2,9,1.5,40:17.7,11/29/2018
704940.277,3621392.296,92.109,61.602,2,9,1.5,40:17.9,11/29/2018
704940.676,3621392.955,89.102,58.555,2,9,1.5,40:18.1,11/29/2018
704941.073,3621393.611,85.586,55.352,2,9,1.5,40:18.3,11/29/2018
704941.43,3621394.203,81.562,53.125,2,9,1.5,40:18.5,11/29/2018
704941.854,3621394.921,79.18,52.07,2,9,1.5,40:18.7,11/29/2018
704942.122,3621395.375,79.844,54.023,2,9,1.5,40:18.9,11/29/2018
704942.534,3621396.073,80.508,54.805,2,9,1.5,40:19.1,11/29/2018
704942.986,3621396.839,80.234,55,2,9,1.5,40:19.3,11/29/2018
704943.227,3621397.248,79.961,53.438,2,9,1.5,40:19.4,11/29/2018
704943.559,3621397.806,79.219,52.852,2,9,1.5,40:19.6,11/29/2018
704943.964,3621398.485,79.141,53.633,2,9,1.5,40:19.8,11/29/2018
704944.708,3621399.733,80.781,55.664,2,9,1.5,40:20.2,11/29/2018
704944.772,3621399.84,84.18,58.594,2,9,1.5,40:20.3,11/29/2018
704945.014,3621400.245,89.297,62.031,2,9,1.5,40:20.4,11/29/2018
704945.485,3621401.036,93.672,63.906,2,9,1.5,40:20.6,11/29/2018
704946.442,3621402.645,95.977,64.883,2,9,1.5,40:21.2,11/29/2018
704946.743,3621403.15,96.836,64.844,2,9,1.5,40:21.3,11/29/2018
704946.826,3621403.289,97.656,64.492,2,9,1.5,40:21.4,11/29/2018
704946.869,3621403.362,97.734,65.664,2,9,1.5,40:21.4,11/29/2018
704947.176,3621403.843,98.75,65.742,2,9,1.5,40:21.5,11/29/2018
704947.782,3621404.696,98.555,66.133,2,9,1.5,40:21.8,11/29/2018
704947.997,3621404.999,98.594,66.641,2,9,1.5,40:21.9,11/29/2018
704948.416,3621405.589,100.938,68.477,2,9,1.5,40:22.1,11/29/2018
704948.697,3621405.986,101.953,68.945,2,9,1.5,40:22.3,11/29/2018
704949.206,3621406.751,102.227,68.398,2,9,1.5,40:22.5,11/29/2018
704949.393,3621407.08,101.719,67.07,2,9,1.5,40:22.7,11/29/2018
704949.76,3621407.725,100.352,66.172,2,9,1.5,40:22.9,11/29/2018
704950.189,3621408.481,99.219,65.859,2,9,1.5,40:23.1,11/29/2018
704950.477,3621408.987,99.023,66.25,2,9,1.5,40:23.3,11/29/2018
704950.834,3621409.616,101.289,68.32,2,9,1.5,40:23.5,11/29/2018
704951.132,3621410.164,103.086,69.414,2,9,1.5,40:23.6,11/29/2018
704951.517,3621410.876,103.633,69.766,2,9,1.5,40:23.8,11/29/2018
704951.829,3621411.453,103.633,68.789,2,9,1.5,40:24.0,11/29/2018
704952.141,3621412.03,102.188,68.438,2,9,1.5,40:24.2,11/29/2018
704952.466,3621412.629,100.82,66.953,2,9,1.5,40:24.4,11/29/2018
704952.806,3621413.247,96.484,64.688,2,9,1.5,40:24.6,11/29/2018
704953.203,3621413.956,95.664,64.18,2,9,1.5,40:24.8,11/29/2018
704953.523,3621414.528,95.898,65.234,2,9,1.5,40:25.0,11/29/2018
704953.806,3621415.032,97.578,67.148,2,9,1.5,40:25.1,11/29/2018
704954.145,3621415.639,98.438,66.367,2,9,1.5,40:25.3,11/29/2018
704954.459,3621416.203,97.07,65.508,2,9,1.5,40:25.5,11/29/2018
704954.847,3621416.915,96.914,65.117,2,9,1.5,40:25.7,11/29/2018
704955.158,3621417.485,96.25,64.531,2,9,1.5,40:25.9,11/29/2018
704955.447,3621418.017,96.602,64.727,2,9,1.5,40:26.1,11/29/2018
704955.922,3621418.887,98.047,65.859,2,9,1.5,40:26.4,11/29/2018
704956.124,3621419.256,98.242,65.82,2,9,1.5,40:26.5,11/29/2018
704956.471,3621419.831,99.18,66.562,2,9,1.5,40:26.7,11/29/2018
704956.774,3621420.334,99.141,67.148,2,9,1.5,40:26.8,11/29/2018
704957.18,3621421.008,99.023,66.172,2,9,1.5,40:27.1,11/29/2018
704957.548,3621421.619,97.344,65.195,2,9,1.5,40:27.3,11/29/2018
704957.839,3621422.101,95.273,63.359,2,9,1.5,40:27.4,11/29/2018
704958.25,3621422.814,93.281,61.562,2,9,1.5,40:27.7,11/29/2018
704958.502,3621423.257,92.539,61.602,2,9,1.5,40:27.8,11/29/2018
704958.888,3621423.934,92.617,60.312,2,9,1.5,40:28.0,11/29/2018
704959.122,3621424.343,91.68,60.195,2,9,1.5,40:28.2,11/29/2018
704959.456,3621424.93,90,59.453,2,9,1.5,40:28.4,11/29/2018
704959.861,3621425.646,88.867,59.531,2,8,1.5,40:28.6,11/29/2018
704960.182,3621426.215,88.516,58.867,2,8,1.5,40:28.8,11/29/2018
704960.453,3621426.695,86.562,57.93,2,8,1.5,40:29.0,11/29/2018
704960.713,3621427.156,84.531,56.055,2,8,1.5,40:29.1,11/29/2018
704961.049,3621427.753,82.617,54.453,2,8,1.5,40:29.3,11/29/2018
704961.45,3621428.46,76.953,48.203,2,8,1.5,40:29.5,11/29/2018
704961.814,3621429.094,72.5,45.664,2,8,1.5,40:29.8,11/29/2018
704962.103,3621429.596,70.234,44.102,2,8,1.5,40:29.9,11/29/2018
704962.462,3621430.221,68.984,42.344,2,8,1.5,40:30.1,11/29/2018
704962.687,3621430.613,67.031,42.148,2,8,1.5,40:30.3,11/29/2018
704962.98,3621431.125,67.031,42.383,2,8,1.5,40:30.4,11/29/2018
704963.391,3621431.858,68.633,43.945,2,8,1.5,40:30.7,11/29/2018
704963.633,3621432.291,69.219,43.711,2,8,1.5,40:30.8,11/29/2018
704963.972,3621432.897,69.961,43.867,2,8,1.5,40:31.0,11/29/2018
704964.282,3621433.452,69.883,43.555,2,8,1.5,40:31.2,11/29/2018
704964.615,3621434.047,69.922,44.18,2,8,1.5,40:31.4,11/29/2018
704965.019,3621434.774,70.781,45.078,2,8,1.5,40:31.6,11/29/2018
704965.258,3621435.202,71.562,46.289,2,8,1.5,40:31.8,11/29/2018
704965.621,3621435.855,72.695,46.875,2,8,1.5,40:32.0,11/29/2018
704965.952,3621436.45,74.609,48.242,2,8,1.5,40:32.2,11/29/2018
704966.254,3621436.994,76.211,48.711,2,8,1.5,40:32.4,11/29/2018
704966.625,3621437.646,75.938,48.555,2,8,1.5,40:32.6,11/29/2018
704966.886,3621438.097,76.172,47.5,2,8,1.5,40:32.7,11/29/2018
704967.225,3621438.682,75.586,48.125,2,8,1.5,40:32.9,11/29/2018
704967.607,3621439.342,75.938,48.008,2,8,1.5,40:33.1,11/29/2018
