"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH-1",".0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
705060.25,3621748.549,151.836,102.031,2,6,1.7,54:47.8,11/29/2018
705060.085,3621748.262,152.422,100.742,2,6,1.7,54:48.0,11/29/2018
705059.837,3621747.829,152.109,100,2,6,1.7,54:48.2,11/29/2018
705059.656,3621747.532,151.953,100.586,2,6,1.7,54:48.4,11/29/2018
705059.401,3621747.13,152.969,103.32,2,6,1.7,54:48.6,11/29/2018
705059.243,3621746.882,154.297,102.344,2,6,1.7,54:48.7,11/29/2018
705059.001,3621746.503,154.023,101.367,2,6,1.7,54:48.9,11/29/2018
705058.722,3621746.065,154.023,100.312,2,6,1.7,54:49.2,11/29/2018
705058.534,3621745.766,154.297,100.078,2,6,1.7,54:49.3,11/29/2018
705058.288,3621745.361,155.977,101.406,2,6,1.7,54:49.5,11/29/2018
705058.076,3621745.011,156.68,101.992,2,6,1.7,54:49.7,11/29/2018
705057.843,3621744.626,155.82,101.562,2,6,1.7,54:49.9,11/29/2018
705057.59,3621744.209,155.117,102.188,2,6,1.7,54:50.1,11/29/2018
705057.371,3621743.847,155,100.781,2,6,1.7,54:50.3,11/29/2018
705057.107,3621743.439,156.523,101.875,2,6,1.7,54:50.5,11/29/2018
705056.848,3621743.045,157.109,102.461,2,6,1.7,54:50.6,11/29/2018
705056.556,3621742.599,157.5,102.734,2,6,1.7,54:50.8,11/29/2018
705056.31,3621742.224,159.102,104.766,2,6,1.7,54:51.0,11/29/2018
705055.983,3621741.726,161.562,105.352,2,6,1.7,54:51.3,11/29/2018
705055.747,3621741.369,163.945,107.461,2,6,1.7,54:51.4,11/29/2018
705055.477,3621740.963,167.188,110.625,2,6,1.7,54:51.6,11/29/2018
705055.231,3621740.594,170.742,112.695,2,6,1.7,54:51.8,11/29/2018
705054.919,3621740.125,171.328,112.422,2,6,1.7,54:52.0,11/29/2018
705054.536,3621739.548,172.031,111.406,2,6,1.7,54:52.3,11/29/2018
705054.379,3621739.307,171.641,109.961,2,6,1.7,54:52.4,11/29/2018
705054.105,3621738.878,170.703,108.125,2,6,1.7,54:52.6,11/29/2018
705053.805,3621738.41,168.711,108.32,2,6,1.7,54:52.8,11/29/2018
705053.616,3621738.114,169.141,108.672,2,6,1.7,54:52.9,11/29/2018
705053.309,3621737.634,168.32,108.828,2,6,1.7,54:53.1,11/29/2018
705053.032,3621737.204,167.656,107.852,2,6,1.7,54:53.3,11/29/2018
705052.756,3621736.786,164.727,106.211,2,6,1.7,54:53.5,11/29/2018
705052.398,3621736.245,163.008,103.906,2,6,1.7,54:53.7,11/29/2018
705052.176,3621735.908,161.523,102.148,2,6,1.7,54:53.9,11/29/2018
705051.822,3621735.372,159.805,100.938,2,6,1.7,54:54.1,11/29/2018
705051.57,3621734.991,158.789,100.469,2,6,1.7,54:54.3,11/29/2018
705051.319,3621734.582,158.008,99.961,2,6,1.7,54:54.4,11/29/2018
705051.034,3621734.114,156.719,98.477,2,6,1.7,54:54.6,11/29/2018
705050.686,3621733.543,155.898,98.633,2,6,1.7,54:54.9,11/29/2018
705050.436,3621733.132,156.094,99.258,2,6,1.7,54:55.0,11/29/2018
705050.117,3621732.608,157.695,100.352,2,6,1.7,54:55.2,11/29/2018
705049.841,3621732.143,157.578,100.469,2,5,2,54:55.4,11/29/2018
705049.522,3621731.599,157.227,101.68,2,5,2,54:55.6,11/29/2018
705049.223,3621731.089,156.562,101.641,2,5,2,54:55.8,11/29/2018
705048.895,3621730.528,157.734,101.992,2,5,2,54:56.0,11/29/2018
705048.429,3621729.733,157.617,100.977,2,5,2,54:56.3,11/29/2018
705048.237,3621729.409,157.031,100.508,2,5,2,54:56.4,11/29/2018
705047.967,3621728.958,156.484,100.273,2,5,2,54:56.5,11/29/2018
705047.627,3621728.389,155.977,99.258,2,5,2,54:56.7,11/29/2018
705047.322,3621727.878,154.922,97.539,2,5,2,54:56.9,11/29/2018
705046.972,3621727.292,152.383,95.82,2,5,2,54:57.1,11/29/2018
705046.554,3621726.581,151.523,95.391,2,6,1.7,54:57.3,11/29/2018
705046.273,3621726.062,150.977,95.43,2,6,1.7,54:57.5,11/29/2018
705045.952,3621725.471,150.781,95.898,2,6,1.7,54:57.7,11/29/2018
705045.676,3621724.961,150.469,97.148,2,6,1.7,54:57.9,11/29/2018
705045.332,3621724.326,151.25,97.266,2,6,1.7,54:58.1,11/29/2018
705045.025,3621723.76,150.898,97.734,2,6,1.7,54:58.2,11/29/2018
705044.623,3621723.023,149.375,95.781,2,6,1.7,54:58.5,11/29/2018
705044.371,3621722.561,149.727,96.836,2,6,1.7,54:58.6,11/29/2018
705043.979,3621721.845,150.586,96.992,2,6,1.7,54:58.8,11/29/2018
705043.71,3621721.351,151.406,96.68,2,6,1.7,54:59.0,11/29/2018
705043.398,3621720.781,150.898,95.039,2,6,1.7,54:59.2,11/29/2018
705043.031,3621720.123,152.227,96.367,2,6,1.7,54:59.4,11/29/2018
705042.697,3621719.543,154.023,96.719,2,6,1.7,54:59.6,11/29/2018
705042.01,3621718.348,156.602,99.766,2,6,1.7,54:59.9,11/29/2018
705041.584,3621717.607,156.875,99.648,2,6,1.7,55:00.2,11/29/2018
705041.317,3621717.142,157.656,100.469,2,6,1.7,55:00.3,11/29/2018
705040.968,3621716.523,158.711,100.234,2,6,1.7,55:00.5,11/29/2018
705040.199,3621715.159,162.422,103.906,2,6,1.7,55:00.9,11/29/2018
705039.867,3621714.569,164.57,106.172,2,6,1.7,55:01.1,11/29/2018
705039.368,3621713.686,164.883,106.523,2,6,1.7,55:01.4,11/29/2018
705039.197,3621713.383,164.688,106.25,2,6,1.7,55:01.5,11/29/2018
705038.828,3621712.733,164.961,105.781,2,6,1.7,55:01.7,11/29/2018
705038.355,3621711.898,165.43,106.367,2,6,1.7,55:02.0,11/29/2018
705038.214,3621711.649,166.016,106.133,2,6,1.7,55:02.0,11/29/2018
705037.858,3621711.022,167.461,107.188,2,6,1.7,55:02.2,11/29/2018
705037.539,3621710.467,166.211,106.172,2,6,1.7,55:02.4,11/29/2018
705037.172,3621709.833,165.859,105.234,2,6,1.7,55:02.6,11/29/2018
705036.753,3621709.112,165.352,104.961,2,6,1.7,55:02.8,11/29/2018
705036.489,3621708.656,165.156,105.117,2,6,1.7,55:03.0,11/29/2018
705036.079,3621707.95,165.625,104.805,2,6,1.7,55:03.2,11/29/2018
705035.772,3621707.401,166.602,106.289,2,6,1.7,55:03.4,11/29/2018
705035.411,3621706.733,166.836,105.195,2,6,1.7,55:03.6,11/29/2018
705035.185,3621706.315,168.125,106.953,2,6,1.7,55:03.8,11/29/2018
705034.802,3621705.608,170.547,109.102,2,6,1.7,55:04.0,11/29/2018
705034.592,3621705.22,172.578,110.469,2,6,1.7,55:04.1,11/29/2018
705034.233,3621704.563,175.352,112.656,2,7,1.5,55:04.3,11/29/2018
705033.973,3621704.107,177.031,114.102,2,7,1.5,55:04.5,11/29/2018
705033.611,3621703.473,179.805,115.273,2,7,1.5,55:04.7,11/29/2018
705033.244,3621702.83,181.523,115.781,2,7,1.5,55:04.9,11/29/2018
705033.016,3621702.432,183.75,117.266,2,7,1.5,55:05.1,11/29/2018
705032.694,3621701.867,186.055,119.141,2,7,1.5,55:05.3,11/29/2018
705032.328,3621701.258,188.438,120.469,2,7,1.5,55:05.5,11/29/2018
705032.015,3621700.738,189.766,122.383,2,7,1.5,55:05.7,11/29/2018
705031.738,3621700.28,191.211,122.695,2,7,1.5,55:05.8,11/29/2018
705031.298,3621699.55,191.719,123.594,2,7,1.5,55:06.1,11/29/2018
705031.007,3621699.069,192.656,124.688,2,7,1.5,55:06.2,11/29/2018
705030.727,3621698.594,192.656,123.945,2,7,1.5,55:06.4,11/29/2018
705030.389,3621698.012,192.461,123.242,2,7,1.5,55:06.6,11/29/2018
705030.048,3621697.427,192.07,122.93,2,7,1.5,55:06.8,11/29/2018
705029.687,3621696.805,190.938,123.164,2,7,1.5,55:07.0,11/29/2018
705029.384,3621696.283,193.086,124.57,2,7,1.5,55:07.2,11/29/2018
705029.048,3621695.7,194.609,126.172,2,6,1.8,55:07.4,11/29/2018
705028.659,3621695.012,195.195,126.562,2,6,1.8,55:07.6,11/29/2018
705028.417,3621694.586,195.234,126.172,2,6,1.8,55:07.8,11/29/2018
705028.163,3621694.137,196.133,127.148,2,6,1.8,55:07.9,11/29/2018
705027.808,3621693.509,194.766,125.273,2,6,1.8,55:08.1,11/29/2018
705027.562,3621693.074,191.797,122.734,2,6,1.8,55:08.3,11/29/2018
705027.19,3621692.451,191.406,122.734,2,6,1.8,55:08.5,11/29/2018
705026.834,3621691.857,189.648,121.328,2,6,1.8,55:08.7,11/29/2018
705026.54,3621691.368,189.141,121.484,2,6,1.8,55:08.9,11/29/2018
705026.146,3621690.71,185.508,118.867,2,6,1.8,55:09.1,11/29/2018
705025.789,3621690.11,182.656,116.992,2,6,1.8,55:09.3,11/29/2018
705025.593,3621689.763,180.195,115.781,2,6,1.8,55:09.5,11/29/2018
705025.276,3621689.203,177.656,113.242,2,6,1.8,55:09.6,11/29/2018
705024.952,3621688.63,174.453,111.68,2,6,1.8,55:09.8,11/29/2018
705024.632,3621688.064,171.758,110.156,2,6,1.8,55:10.0,11/29/2018
705024.341,3621687.551,168.711,106.406,2,6,1.8,55:10.2,11/29/2018
705024.029,3621686.972,166.875,105.352,2,6,1.8,55:10.4,11/29/2018
705023.706,3621686.357,164.258,104.18,2,6,1.8,55:10.6,11/29/2018
705023.48,3621685.927,164.102,103.047,2,6,1.8,55:10.8,11/29/2018
705023.168,3621685.332,164.102,104.336,2,6,1.8,55:11.0,11/29/2018
705022.912,3621684.844,162.305,104.062,2,6,1.8,55:11.2,11/29/2018
705022.564,3621684.152,161.719,102.93,2,6,1.8,55:11.4,11/29/2018
705022.342,3621683.682,160.469,101.875,2,6,1.8,55:11.5,11/29/2018
705022.074,3621683.118,160.82,101.055,2,6,1.8,55:11.7,11/29/2018
705021.755,3621682.442,160.781,101.094,2,6,1.8,55:11.9,11/29/2018
705021.468,3621681.837,160.234,100.586,2,6,1.8,55:12.1,11/29/2018
705021.221,3621681.316,159.883,101.172,2,6,1.8,55:12.3,11/29/2018
705020.906,3621680.637,158.008,99.883,2,8,1.3,55:12.5,11/29/2018
705020.607,3621679.991,156.016,98.867,2,8,1.3,55:12.7,11/29/2018
705020.308,3621679.345,151.562,95.625,2,8,1.3,55:12.9,11/29/2018
705020.04,3621678.766,147.617,92.305,2,8,1.3,55:13.1,11/29/2018
705019.728,3621678.091,143.633,90.859,2,8,1.3,55:13.3,11/29/2018
705019.423,3621677.482,140.117,87.734,2,8,1.3,55:13.4,11/29/2018
705019.093,3621676.84,137.773,87.148,2,8,1.3,55:13.6,11/29/2018
705018.821,3621676.309,135.391,86.406,2,8,1.3,55:13.8,11/29/2018
705018.479,3621675.641,132.969,85.664,2,8,1.3,55:14.0,11/29/2018
705018.082,3621674.867,130.977,85.195,2,8,1.3,55:14.2,11/29/2018
705017.972,3621674.652,127.812,82.539,2,8,1.3,55:14.4,11/29/2018
705017.966,3621674.64,125.625,82.383,2,8,1.3,55:14.6,11/29/2018
705017.961,3621674.629,124.219,80.859,2,8,1.3,55:14.8,11/29/2018
705017.956,3621674.617,121.445,77.578,2,8,1.3,55:15.0,11/29/2018
705017.942,3621674.588,118.047,75.859,2,8,1.3,55:15.5,11/29/2018
705017.939,3621674.581,115.43,75.156,2,8,1.3,55:15.6,11/29/2018
705017.935,3621674.574,112.812,73.867,2,8,1.3,55:15.7,11/29/2018
705017.932,3621674.567,111.758,73.828,2,8,1.3,55:15.8,11/29/2018
705017.928,3621674.559,111.641,74.414,2,8,1.3,55:15.9,11/29/2018
705017.922,3621674.546,110.664,73.711,2,8,1.3,55:16.2,11/29/2018
705017.914,3621674.528,110,74.336,2,8,1.3,55:16.5,11/29/2018
705017.905,3621674.511,109.844,74.336,2,8,1.3,55:16.7,11/29/2018
705017.904,3621674.509,109.844,75.156,2,8,1.3,55:16.8,11/29/2018
705017.902,3621674.504,110.234,75.078,2,8,1.3,55:16.9,11/29/2018
705017.896,3621674.49,108.828,73.281,2,8,1.3,55:17.1,11/29/2018
705017.891,3621674.481,107.07,70.234,2,8,1.3,55:17.2,11/29/2018
705017.886,3621674.47,105.547,68.242,2,8,1.3,55:17.4,11/29/2018
705017.88,3621674.457,105.547,67.539,2,8,1.3,55:17.6,11/29/2018
705017.874,3621674.445,107.93,71.172,2,8,1.3,55:17.8,11/29/2018
705017.87,3621674.435,109.531,73.32,2,8,1.3,55:18.0,11/29/2018
705017.863,3621674.421,110.508,74.766,2,8,1.3,55:18.2,11/29/2018
705017.859,3621674.413,110.859,74.258,2,8,1.3,55:18.4,11/29/2018
705017.852,3621674.399,110.703,73.125,2,8,1.3,55:18.6,11/29/2018
705017.848,3621674.389,109.648,73.164,2,8,1.3,55:18.8,11/29/2018
705017.842,3621674.376,108.398,72.383,2,8,1.3,55:19.0,11/29/2018
705017.833,3621674.358,108.008,72.461,2,8,1.3,55:19.3,11/29/2018
705017.831,3621674.354,107.344,72.266,2,8,1.3,55:19.3,11/29/2018
705017.825,3621674.341,107.148,71.523,2,8,1.3,55:19.6,11/29/2018
705017.82,3621674.33,105.586,69.414,2,8,1.3,55:19.8,11/29/2018
705017.814,3621674.317,103.789,67.93,2,8,1.3,55:20.0,11/29/2018
705017.796,3621674.279,101.055,66.758,2,8,1.3,55:20.6,11/29/2018
705017.794,3621674.274,99.102,65.117,2,8,1.3,55:20.7,11/29/2018
705017.791,3621674.268,98.789,65.391,2,8,1.3,55:20.8,11/29/2018
705017.789,3621674.265,96.719,65.078,2,8,1.3,55:20.8,11/29/2018
705017.788,3621674.263,95.898,63.672,2,8,1.3,55:20.9,11/29/2018
705017.781,3621674.248,95.078,63.281,2,8,1.3,55:21.1,11/29/2018
705016.599,3621671.746,96.094,64.883,2,8,1.3,56:02.7,11/29/2018
705016.594,3621671.735,96.094,65.508,2,8,1.3,56:02.9,11/29/2018
705016.588,3621671.723,96.172,65.156,2,8,1.3,56:03.1,11/29/2018
705016.583,3621671.712,96.367,65.312,2,8,1.3,56:03.2,11/29/2018
705016.578,3621671.701,96.367,65.508,2,8,1.3,56:03.4,11/29/2018
705016.572,3621671.689,96.016,66.172,2,8,1.3,56:03.6,11/29/2018
705008.905,3621655.46,97.305,66.875,2,8,1.3,00:33.2,11/29/2018
705008.865,3621655.418,97.539,66.211,1,8,1.2,00:33.5,11/29/2018
705008.831,3621655.386,97.344,66.484,1,8,1.2,00:33.6,11/29/2018
705008.79,3621655.345,97.07,65.82,1,8,1.2,00:33.8,11/29/2018
705008.747,3621655.303,96.953,65.469,1,8,1.2,00:34.0,11/29/2018
705008.705,3621655.262,96.914,65.312,1,8,1.2,00:34.2,11/29/2018
705008.645,3621655.178,96.797,65,2,5,4.1,00:34.4,11/29/2018
705008.533,3621654.977,96.992,64.18,2,5,4.1,00:34.6,11/29/2018
705008.456,3621654.838,97.695,64.336,2,5,4.1,00:34.8,11/29/2018
705008.371,3621654.686,97.344,65.039,2,5,4.1,00:34.9,11/29/2018
705008.275,3621654.513,97.695,65.625,2,5,4.1,00:35.1,11/29/2018
705008.162,3621654.312,97.461,65.508,2,5,4.1,00:35.3,11/29/2018
705008.031,3621654.087,97.852,66.094,2,5,4.1,00:35.5,11/29/2018
705007.854,3621653.784,98.945,66.133,2,5,4.1,00:35.7,11/29/2018
705007.711,3621653.538,98.164,65.273,2,5,4.1,00:35.9,11/29/2018
705007.519,3621653.208,99.102,65.898,2,5,4.1,00:36.1,11/29/2018
705007.397,3621652.999,100.117,67.148,2,5,4.1,00:36.3,11/29/2018
705007.153,3621652.588,100.742,68.594,2,5,4.1,00:36.5,11/29/2018
705006.984,3621652.305,102.031,70.156,2,5,4.1,00:36.7,11/29/2018
705006.791,3621651.982,102.891,70.664,2,5,4.1,00:36.8,11/29/2018
705006.614,3621651.685,104.062,71.68,2,5,4.1,00:37.0,11/29/2018
705006.396,3621651.32,104.766,71.484,2,5,4.1,00:37.2,11/29/2018
705006.199,3621650.983,106.133,72.109,2,4,8.8,00:37.4,11/29/2018
705005.986,3621650.612,107.109,72.461,2,4,8.8,00:37.6,11/29/2018
705005.737,3621650.178,106.836,72.695,2,4,8.8,00:37.8,11/29/2018
705005.552,3621649.856,107.227,72.734,2,4,8.8,00:38.0,11/29/2018
705005.299,3621649.416,107.656,71.719,2,4,8.8,00:38.2,11/29/2018
705005.121,3621649.099,107.344,71.211,2,4,8.8,00:38.4,11/29/2018
705004.892,3621648.673,107.109,71.562,2,4,8.8,00:38.6,11/29/2018
705004.685,3621648.289,106.797,70.586,2,4,8.8,00:38.8,11/29/2018
705004.511,3621647.967,107.422,70.43,2,4,8.8,00:38.9,11/29/2018
705004.278,3621647.535,108.203,71.562,2,4,8.8,00:39.1,11/29/2018
705004.094,3621647.192,108.75,72.734,2,4,8.8,00:39.3,11/29/2018
705003.896,3621646.827,109.453,73.516,2,4,8.8,00:39.5,11/29/2018
705003.673,3621646.414,109.141,73.789,2,4,8.8,00:39.7,11/29/2018
705003.482,3621646.059,110.508,73.711,2,4,8.8,00:39.9,11/29/2018
705003.231,3621645.596,108.906,71.992,2,4,8.8,00:40.1,11/29/2018
705003.019,3621645.203,108.867,72.188,2,4,8.8,00:40.3,11/29/2018
705002.803,3621644.822,109.18,72.383,2,4,8.8,00:40.5,11/29/2018
705002.632,3621644.521,109.102,71.914,2,4,8.8,00:40.6,11/29/2018
705002.438,3621644.18,108.008,71.992,2,4,8.8,00:40.8,11/29/2018
705002.193,3621643.749,107.773,71.68,2,4,8.8,00:41.0,11/29/2018
705001.998,3621643.406,107.656,71.758,2,4,8.8,00:41.2,11/29/2018
705001.822,3621643.071,107.188,71.133,2,4,8.8,00:41.4,11/29/2018
705001.723,3621642.866,107.109,71.172,2,4,8.8,00:41.6,11/29/2018
705001.602,3621642.614,107.93,71.68,2,4,8.8,00:41.8,11/29/2018
705001.48,3621642.358,106.953,72.188,2,4,8.8,00:42.0,11/29/2018
705001.364,3621642.117,107.578,72.148,2,4,8.8,00:42.2,11/29/2018
705001.245,3621641.896,107.188,72.109,2,4,8.8,00:42.4,11/29/2018
705001.112,3621641.756,106.445,70.781,2,4,8.8,00:42.6,11/29/2018
705001.002,3621641.64,105.547,70.664,2,4,8.8,00:42.7,11/29/2018
705000.852,3621641.482,106.641,70.703,2,4,8.8,00:42.9,11/29/2018
705000.743,3621641.367,107.422,71.406,2,4,8.8,00:43.1,11/29/2018
705000.61,3621641.226,108.594,71.484,2,4,8.8,00:43.3,11/29/2018
705000.491,3621641.101,108.594,71.211,2,4,8.8,00:43.5,11/29/2018
705000.336,3621640.938,108.711,71.211,2,4,8.8,00:43.7,11/29/2018
705000.239,3621640.836,108.828,71.562,2,4,8.8,00:43.9,11/29/2018
705000.124,3621640.714,108.594,71.836,2,4,8.8,00:44.0,11/29/2018
704999.977,3621640.56,109.023,72.773,2,4,8.8,00:44.3,11/29/2018
704999.84,3621640.416,110.664,73.945,2,4,8.8,00:44.5,11/29/2018
704999.734,3621640.304,110.195,74.062,2,4,8.8,00:44.6,11/29/2018
704999.575,3621640.137,110.742,73.789,2,4,8.8,00:44.9,11/29/2018
704999.379,3621639.931,110.273,72.07,2,4,8.8,00:45.2,11/29/2018
704999.352,3621639.902,109.766,71.719,2,4,8.8,00:45.2,11/29/2018
704999.225,3621639.768,109.023,71.836,2,4,8.8,00:45.4,11/29/2018
704999.106,3621639.643,108.32,72.5,2,4,8.8,00:45.6,11/29/2018
704998.985,3621639.516,106.445,70.547,2,4,8.8,00:45.8,11/29/2018
704998.838,3621639.36,106.211,70.195,2,4,8.8,00:46.0,11/29/2018
704998.733,3621639.25,105.312,69.219,2,4,8.8,00:46.1,11/29/2018
704998.585,3621639.094,103.203,68.75,2,4,8.8,00:46.4,11/29/2018
704998.44,3621638.941,100.273,65.781,2,4,8.8,00:46.6,11/29/2018
704998.246,3621638.737,97.891,63.984,2,4,8.8,00:46.9,11/29/2018
704998.213,3621638.702,95.43,63.359,2,4,8.8,00:46.9,11/29/2018
704998.091,3621638.573,93.477,62.305,2,4,8.8,00:47.1,11/29/2018
704997.982,3621638.458,91.68,61.25,2,4,8.8,00:47.3,11/29/2018
704997.846,3621638.316,89.805,60.781,2,4,8.8,00:47.5,11/29/2018
704997.732,3621638.195,89.102,59.023,2,4,8.8,00:47.7,11/29/2018
704991.043,3621631.15,84.57,56.523,2,4,8.8,00:57.8,11/29/2018
704990.919,3621631.019,84.648,57.227,2,4,8.8,00:57.9,11/29/2018
704990.797,3621630.891,84.531,56.367,2,4,8.8,00:58.1,11/29/2018
704990.685,3621630.773,83.867,56.094,2,4,8.8,00:58.3,11/29/2018
704990.501,3621630.736,84.141,55.742,1,6,4.8,00:58.5,11/29/2018
704990.315,3621630.711,84.102,56.211,1,6,4.8,00:58.7,11/29/2018
704990.141,3621630.687,84.57,55.781,1,6,4.8,00:58.9,11/29/2018
704989.971,3621630.664,84.453,56.523,1,6,4.8,00:59.1,11/29/2018
704989.776,3621630.638,84.141,55.938,1,6,4.8,00:59.3,11/29/2018
704989.945,3621630.534,83.828,56.836,1,6,4.8,00:59.4,11/29/2018
704990.285,3621630.383,84.297,55.703,1,6,4.8,00:59.6,11/29/2018
704990.607,3621630.24,84.141,56.367,1,6,4.8,00:59.8,11/29/2018
704990.949,3621630.088,84.844,55.977,1,6,4.8,01:00.0,11/29/2018
704991.272,3621629.945,84.023,54.961,1,6,4.8,01:00.2,11/29/2018
704991.413,3621629.724,82.5,53.594,1,7,1.4,01:00.4,11/29/2018
704991.303,3621629.476,82.5,53.945,1,7,1.4,01:00.6,11/29/2018
704991.165,3621629.163,81.602,53.438,1,7,1.4,01:00.8,11/29/2018
704991.059,3621628.923,79.766,53.242,1,7,1.4,01:01.0,11/29/2018
704990.912,3621628.59,78.359,53.203,1,7,1.4,01:01.2,11/29/2018
704990.792,3621628.352,78.984,52.461,1,7,1.4,01:01.3,11/29/2018
704990.554,3621628.001,79.258,53.281,1,7,1.4,01:01.5,11/29/2018
704990.281,3621627.597,80.078,54.961,1,7,1.4,01:01.7,11/29/2018
704989.458,3621626.362,81.445,54.883,1,7,1.5,01:02.4,11/29/2018
704988.744,3621625.172,82.188,55.547,1,7,1.5,01:03.0,11/29/2018
704988.624,3621624.972,83.164,56.055,1,7,1.5,01:03.1,11/29/2018
704988.6,3621624.932,83.164,56.367,1,7,1.5,01:03.1,11/29/2018
704988.58,3621624.898,83.594,55.977,1,7,1.5,01:03.1,11/29/2018
704988.563,3621624.869,83.984,55.938,1,7,1.5,01:03.1,11/29/2018
704988.441,3621624.667,84.609,56.836,1,7,1.5,01:03.2,11/29/2018
704988.382,3621624.568,86.602,58.828,1,7,1.5,01:03.2,11/29/2018
704988.1,3621624.077,89.062,60.898,1,7,1.5,01:03.5,11/29/2018
704987.881,3621623.688,91.055,62.734,1,7,1.5,01:03.6,11/29/2018
704987.673,3621623.321,93.398,64.219,1,7,1.5,01:03.8,11/29/2018
704987.413,3621622.858,94.375,64.609,1,7,1.5,01:04.0,11/29/2018
704987.19,3621622.464,95.156,65.586,1,7,1.5,01:04.2,11/29/2018
704986.875,3621621.917,96.289,65.742,1,7,1.5,01:04.4,11/29/2018
704986.655,3621621.543,98.086,66.367,1,7,1.5,01:04.6,11/29/2018
704986.383,3621621.082,98.75,66.953,1,7,1.5,01:04.8,11/29/2018
704986.133,3621620.658,98.398,66.25,1,7,1.5,01:04.9,11/29/2018
704985.845,3621620.171,97.969,65.898,1,7,1.5,01:05.2,11/29/2018
704985.611,3621619.774,97.656,66.25,1,7,1.5,01:05.3,11/29/2018
704985.271,3621619.205,97.656,66.758,1,7,1.5,01:05.6,11/29/2018
704985.063,3621618.856,97.812,66.289,1,7,1.5,01:05.7,11/29/2018
704984.814,3621618.439,97.852,66.055,1,7,1.5,01:05.9,11/29/2018
704984.524,3621617.954,97.891,65.195,1,7,1.5,01:06.1,11/29/2018
704984.201,3621617.412,98.125,65,1,7,1.5,01:06.3,11/29/2018
704984.001,3621617.047,99.297,66.719,1,7,1.5,01:06.5,11/29/2018
704983.741,3621616.573,101.25,68.008,1,7,1.5,01:06.7,11/29/2018
704983.517,3621616.165,103.789,69.609,1,7,1.5,01:06.8,11/29/2018
704983.255,3621615.687,105.156,70.312,1,7,1.5,01:07.0,11/29/2018
