"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH-1",".0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
704940.953,3621516.913,87.656,60.82,1,9,1.4,10:16.0,11/29/2018
704941.285,3621517.494,93.281,65.234,1,9,1.4,10:16.2,11/29/2018
704941.639,3621518.109,98.477,67.148,1,8,1.5,10:16.4,11/29/2018
704941.933,3621518.614,100.898,66.367,1,8,1.5,10:16.5,11/29/2018
704942.251,3621519.16,100.742,64.102,1,8,1.5,10:16.7,11/29/2018
704942.838,3621520.166,101.484,63.477,1,8,1.5,10:17.1,11/29/2018
704942.939,3621520.339,100.508,66.602,1,8,1.5,10:17.1,11/29/2018
704943.27,3621520.906,102.227,69.414,1,8,1.5,10:17.3,11/29/2018
704943.63,3621521.545,106.289,72.422,1,8,1.5,10:17.5,11/29/2018
704943.932,3621522.08,108.203,72.461,1,8,1.5,10:17.7,11/29/2018
704944.282,3621522.702,109.883,72.969,1,8,1.5,10:17.9,11/29/2018
704944.582,3621523.234,111.328,74.336,1,8,1.5,10:18.1,11/29/2018
704944.933,3621523.859,111.836,73.906,1,8,1.5,10:18.3,11/29/2018
704945.226,3621524.398,112.891,74.922,1,8,1.5,10:18.5,11/29/2018
704945.551,3621525.004,113.242,75.391,1,8,1.5,10:18.7,11/29/2018
704945.833,3621525.531,114.141,76.68,1,8,1.5,10:18.8,11/29/2018
704946.153,3621526.128,113.789,75.625,1,8,1.5,10:19.0,11/29/2018
704946.499,3621526.774,113.594,74.922,1,8,1.5,10:19.2,11/29/2018
704946.776,3621527.288,113.438,73.867,1,8,1.5,10:19.4,11/29/2018
704947.09,3621527.868,113.359,73.945,1,8,1.5,10:19.6,11/29/2018
704947.402,3621528.444,112.969,73.633,1,8,1.5,10:19.8,11/29/2018
704947.748,3621529.082,112.734,73.125,1,8,1.5,10:20.0,11/29/2018
704948.071,3621529.677,112.93,73.242,1,8,1.5,10:20.2,11/29/2018
704948.369,3621530.226,112.188,73.438,1,8,1.5,10:20.4,11/29/2018
704948.718,3621530.864,111.68,72.578,1,8,1.5,10:20.6,11/29/2018
704949.027,3621531.428,110.469,71.484,1,8,1.5,10:20.7,11/29/2018
704949.363,3621532.044,111.25,72.344,1,8,1.5,10:20.9,11/29/2018
704949.674,3621532.611,111.016,72.188,1,8,1.5,10:21.1,11/29/2018
704950.035,3621533.271,110.312,71.211,1,8,1.5,10:21.3,11/29/2018
704950.378,3621533.921,110.391,71.523,1,8,1.5,10:21.5,11/29/2018
704950.682,3621534.5,110.117,70.938,1,8,1.5,10:21.7,11/29/2018
704951.041,3621535.186,110.664,71.484,1,8,1.5,10:21.9,11/29/2018
704951.34,3621535.755,110.742,71.562,1,8,1.5,10:22.1,11/29/2018
704951.697,3621536.434,110.625,72.188,1,8,1.5,10:22.3,11/29/2018
704952.107,3621537.176,111.328,72.969,1,8,1.5,10:22.5,11/29/2018
704952.423,3621537.736,111.914,72.695,1,8,1.5,10:22.7,11/29/2018
704952.744,3621538.302,112.617,72.656,1,8,1.5,10:22.8,11/29/2018
704953.139,3621539.001,112.656,72.93,1,8,1.5,10:23.0,11/29/2018
704953.535,3621539.701,113.984,74.453,1,8,1.5,10:23.2,11/29/2018
704953.875,3621540.315,113.945,74.766,1,8,1.5,10:23.4,11/29/2018
704954.177,3621540.874,115,75.977,1,8,1.5,10:23.6,11/29/2018
704954.656,3621541.757,116.211,75.781,1,8,1.5,10:23.9,11/29/2018
704954.869,3621542.15,116.367,75.156,1,8,1.5,10:24.0,11/29/2018
704955.254,3621542.861,116.797,75.977,1,8,1.5,10:24.2,11/29/2018
704955.636,3621543.558,116.836,74.805,1,8,1.5,10:24.4,11/29/2018
704955.956,3621544.127,116.914,75.586,1,8,1.5,10:24.6,11/29/2018
704956.289,3621544.719,116.523,75.898,1,8,1.5,10:24.7,11/29/2018
704956.665,3621545.387,115.469,75.078,1,8,1.5,10:24.9,11/29/2018
704956.992,3621545.969,114.766,75.547,1,8,1.5,10:25.1,11/29/2018
704957.368,3621546.637,114.492,74.336,1,8,1.5,10:25.3,11/29/2018
704957.687,3621547.19,113.32,73.75,1,9,1.4,10:25.5,11/29/2018
704958.092,3621547.89,112.383,73.477,1,9,1.4,10:25.7,11/29/2018
704958.407,3621548.432,111.484,72.539,1,9,1.4,10:25.9,11/29/2018
704958.827,3621549.158,110.469,72.695,1,9,1.4,10:26.1,11/29/2018
704959.159,3621549.729,110.078,71.016,1,9,1.4,10:26.3,11/29/2018
704959.547,3621550.395,108.711,70.625,1,9,1.4,10:26.5,11/29/2018
704959.864,3621550.935,108.477,69.844,1,9,1.4,10:26.6,11/29/2018
704960.301,3621551.683,108.125,69.766,1,9,1.4,10:26.9,11/29/2018
704960.533,3621552.078,107.656,68.906,1,9,1.4,10:27.0,11/29/2018
704960.918,3621552.735,107.188,68.594,1,9,1.4,10:27.2,11/29/2018
704961.318,3621553.42,105.234,68.086,1,8,1.5,10:27.4,11/29/2018
704961.598,3621553.899,104.609,67.734,1,8,1.5,10:27.6,11/29/2018
704961.924,3621554.457,104.844,67.578,1,8,1.5,10:27.8,11/29/2018
704962.273,3621555.055,104.492,67.227,1,8,1.5,10:28.0,11/29/2018
704962.609,3621555.631,105.078,67.969,1,8,1.5,10:28.1,11/29/2018
704963.003,3621556.306,105.898,68.555,1,8,1.5,10:28.4,11/29/2018
704963.289,3621556.792,106.211,68.398,1,8,1.5,10:28.5,11/29/2018
704963.66,3621557.426,105.078,68.359,1,8,1.5,10:28.7,11/29/2018
704963.974,3621557.962,102.891,67.656,1,8,1.5,10:28.9,11/29/2018
704964.417,3621558.716,103.242,68.477,1,8,1.5,10:29.1,11/29/2018
704964.711,3621559.218,103.086,68.828,1,8,1.5,10:29.3,11/29/2018
704965.034,3621559.766,103.984,69.297,1,8,1.5,10:29.5,11/29/2018
704965.387,3621560.364,105.898,70.703,1,8,1.5,10:29.7,11/29/2018
704965.72,3621560.929,109.023,73.477,1,8,1.5,10:29.9,11/29/2018
704966.079,3621561.536,112.07,75.312,1,8,1.5,10:30.0,11/29/2018
704966.483,3621562.221,113.867,75.781,1,8,1.5,10:30.3,11/29/2018
704966.787,3621562.737,114.453,75.469,1,8,1.5,10:30.4,11/29/2018
704967.137,3621563.334,114.102,74.805,1,8,1.5,10:30.6,11/29/2018
704967.512,3621563.972,113.32,74.297,1,8,1.5,10:30.8,11/29/2018
704967.819,3621564.496,111.211,72.422,1,8,1.5,10:31.0,11/29/2018
704968.19,3621565.128,109.961,71.172,1,8,1.5,10:31.2,11/29/2018
704968.593,3621565.812,109.297,71.719,1,8,1.5,10:31.4,11/29/2018
704968.858,3621566.258,110.039,72.695,1,8,1.5,10:31.5,11/29/2018
704969.28,3621566.968,110.43,73.789,1,8,1.5,10:31.8,11/29/2018
704969.578,3621567.47,109.648,72.656,1,8,1.5,10:31.9,11/29/2018
704969.949,3621568.093,108.945,71.289,1,8,1.5,10:32.1,11/29/2018
704970.31,3621568.7,109.102,71.211,1,8,1.5,10:32.3,11/29/2018
704970.694,3621569.334,109.141,71.797,1,8,1.5,10:32.5,11/29/2018
704971.015,3621569.865,109.453,71.406,1,8,1.5,10:32.7,11/29/2018
704971.364,3621570.439,107.305,70.859,1,8,1.5,10:32.9,11/29/2018
704971.727,3621571.039,105.117,68.594,1,8,1.5,10:33.1,11/29/2018
704972.06,3621571.588,99.375,64.336,1,8,1.5,10:33.3,11/29/2018
704972.445,3621572.221,92.852,60.117,1,9,1.4,10:33.5,11/29/2018
704972.804,3621572.807,87.578,55.859,1,9,1.4,10:33.7,11/29/2018
704973.209,3621573.469,82.188,53.32,1,9,1.4,10:33.9,11/29/2018
704973.568,3621574.055,77.188,50.195,1,9,1.4,10:34.0,11/29/2018
704973.915,3621574.622,74.023,48.203,1,9,1.4,10:34.2,11/29/2018
704974.312,3621575.265,72.07,47.227,1,9,1.4,10:34.4,11/29/2018
704974.627,3621575.767,72.227,48.633,1,9,1.4,10:34.6,11/29/2018
704975.028,3621576.407,73.203,49.609,1,9,1.4,10:34.8,11/29/2018
704975.448,3621577.078,74.57,50.156,1,9,1.4,10:35.0,11/29/2018
704975.762,3621577.58,76.523,51.523,1,9,1.4,10:35.2,11/29/2018
704976.167,3621578.229,78.438,53.945,1,9,1.4,10:35.4,11/29/2018
704976.552,3621578.861,80.273,54.102,1,9,1.4,10:35.6,11/29/2018
704976.907,3621579.443,80.273,52.656,1,9,1.4,10:35.7,11/29/2018
704977.322,3621580.124,79.219,50.938,1,9,1.4,10:35.9,11/29/2018
704977.693,3621580.732,77.461,49.844,1,9,1.4,10:36.1,11/29/2018
704978.096,3621581.393,75.625,48.711,1,9,1.4,10:36.3,11/29/2018
704978.428,3621581.957,74.219,47.5,1,9,1.4,10:36.5,11/29/2018
704978.845,3621582.663,72.305,46.367,1,9,1.4,10:36.7,11/29/2018
704979.173,3621583.22,71.953,46.797,1,9,1.4,10:36.9,11/29/2018
704979.584,3621583.916,72.5,47.969,1,9,1.4,10:37.1,11/29/2018
704979.934,3621584.51,74.297,49.805,1,9,1.4,10:37.2,11/29/2018
704980.372,3621585.26,77.031,51.953,1,9,1.4,10:37.5,11/29/2018
704980.702,3621585.826,79.609,53.164,1,9,1.4,10:37.6,11/29/2018
704981.099,3621586.508,81.406,55.312,1,9,1.4,10:37.8,11/29/2018
704981.544,3621587.273,84.453,56.016,1,9,1.4,10:38.0,11/29/2018
704981.871,3621587.837,86.094,56.289,1,9,1.4,10:38.2,11/29/2018
704982.319,3621588.616,88.555,58.75,1,9,1.4,10:38.4,11/29/2018
704982.645,3621589.193,91.445,61.68,1,9,1.4,10:38.6,11/29/2018
704983.11,3621590.016,94.141,63.047,1,9,1.4,10:38.8,11/29/2018
704983.4,3621590.529,95.625,62.891,1,9,1.4,10:39.0,11/29/2018
704983.779,3621591.201,94.57,60.391,1,9,1.4,10:39.2,11/29/2018
704984.165,3621591.884,94.297,62.5,2,7,1.5,10:39.4,11/29/2018
704984.523,3621592.517,96.484,64.922,2,7,1.5,10:39.5,11/29/2018
704984.881,3621593.151,99.883,67.812,2,7,1.5,10:39.7,11/29/2018
704985.325,3621593.936,103.633,70.312,2,7,1.5,10:39.9,11/29/2018
704985.658,3621594.523,107.07,72.969,2,7,1.5,10:40.1,11/29/2018
704986.066,3621595.245,109.883,74.766,2,7,1.5,10:40.3,11/29/2018
704986.486,3621595.958,111.953,75.156,2,7,1.5,10:40.5,11/29/2018
704986.836,3621596.549,113.32,76.094,2,7,1.5,10:40.7,11/29/2018
704987.186,3621597.141,112.344,75.664,2,7,1.5,10:40.9,11/29/2018
704987.59,3621597.824,112.656,74.102,2,7,1.5,10:41.1,11/29/2018
704987.952,3621598.436,111.211,73.398,2,7,1.5,10:41.3,11/29/2018
704988.387,3621599.141,109.688,72.227,2,7,1.5,10:41.5,11/29/2018
704988.716,3621599.661,108.594,71.641,2,7,1.5,10:41.6,11/29/2018
704989.091,3621600.252,108.164,70.859,2,7,1.5,10:41.8,11/29/2018
704989.51,3621600.914,106.797,70.508,2,7,1.5,10:42.0,11/29/2018
704989.944,3621601.599,104.297,69.648,2,7,1.5,10:42.2,11/29/2018
704990.268,3621602.123,102.617,68.477,2,7,1.5,10:42.4,11/29/2018
704990.687,3621602.837,101.367,67.617,2,7,1.5,10:42.6,11/29/2018
704990.99,3621603.352,100.547,67.305,2,7,1.5,10:42.8,11/29/2018
704991.402,3621604.053,100.703,67.852,2,7,1.5,10:43.0,11/29/2018
704991.728,3621604.608,100.898,68.32,2,7,1.5,10:43.1,11/29/2018
704992.109,3621605.256,101.172,68.594,2,7,1.5,10:43.3,11/29/2018
704992.508,3621605.925,98.945,66.562,2,7,1.5,10:43.5,11/29/2018
704992.829,3621606.463,97.695,64.57,2,7,1.5,10:43.7,11/29/2018
704993.224,3621607.126,95.156,62.734,2,7,1.5,10:43.9,11/29/2018
704993.575,3621607.715,92.188,60.977,2,7,1.5,10:44.1,11/29/2018
704994.291,3621608.902,89.727,59.336,2,6,1.8,10:44.5,11/29/2018
704994.358,3621609.012,88.125,59.258,2,6,1.8,10:44.5,11/29/2018
704994.714,3621609.592,89.219,60.664,2,6,1.8,10:44.7,11/29/2018
704995.062,3621610.159,90.625,61.367,2,6,1.8,10:44.9,11/29/2018
704995.395,3621610.701,90.938,62.031,2,6,1.8,10:45.0,11/29/2018
704995.756,3621611.29,91.328,60.703,2,6,1.8,10:45.2,11/29/2018
704996.307,3621612.137,90.977,60.391,2,6,1.8,10:45.5,11/29/2018
704996.57,3621612.53,90.586,61.25,2,6,1.8,10:45.6,11/29/2018
704996.983,3621613.145,90.234,61.68,2,6,1.8,10:45.8,11/29/2018
704997.368,3621613.717,91.523,62.109,2,6,1.8,10:46.0,11/29/2018
704997.828,3621614.403,92.227,61.836,2,6,1.8,10:46.2,11/29/2018
704998.131,3621614.863,91.641,62.031,2,6,1.8,10:46.4,11/29/2018
704998.524,3621615.477,91.875,61.836,2,6,1.8,10:46.6,11/29/2018
704998.904,3621616.073,92.812,62.227,2,6,1.8,10:46.8,11/29/2018
704999.254,3621616.621,94.18,62.5,2,6,1.8,10:46.9,11/29/2018
704999.669,3621617.271,96.25,63.75,2,6,1.8,10:47.1,11/29/2018
705000.046,3621617.86,97.93,64.18,2,6,1.8,10:47.3,11/29/2018
705000.432,3621618.488,98.633,65.391,2,6,1.8,10:47.5,11/29/2018
705000.787,3621619.069,99.258,65.078,2,6,1.8,10:47.7,11/29/2018
705001.167,3621619.688,99.141,64.453,2,6,1.8,10:47.9,11/29/2018
705001.518,3621620.262,100.234,65.234,2,6,1.8,10:48.1,11/29/2018
705001.911,3621620.903,101.094,65.781,2,6,1.8,10:48.3,11/29/2018
705002.368,3621621.603,100.508,64.648,2,6,1.8,10:48.5,11/29/2018
705002.746,3621622.164,100.664,65.547,2,6,1.8,10:48.7,11/29/2018
705003.184,3621622.814,99.844,64.297,2,6,1.8,10:48.8,11/29/2018
705003.571,3621623.388,98.633,63.945,2,6,1.8,10:49.0,11/29/2018
705004.051,3621624.102,98.32,63.789,2,6,1.8,10:49.2,11/29/2018
705004.459,3621624.741,97.695,63.75,2,7,1.5,10:49.4,11/29/2018
705004.8,3621625.307,96.406,63.516,2,7,1.5,10:49.6,11/29/2018
705005.168,3621625.919,94.805,62.578,2,7,1.5,10:49.8,11/29/2018
705005.585,3621626.61,92.852,62.109,2,7,1.5,10:50.0,11/29/2018
705005.932,3621627.186,91.406,61.914,2,7,1.5,10:50.2,11/29/2018
705006.385,3621627.976,90.664,61.328,2,7,1.5,10:50.4,11/29/2018
705006.625,3621628.446,92.148,62.344,2,7,1.5,10:50.5,11/29/2018
705006.963,3621629.107,94.102,62.852,2,7,1.5,10:50.7,11/29/2018
705007.262,3621629.692,94.57,63.867,2,7,1.5,10:50.9,11/29/2018
705007.602,3621630.356,95.586,65.078,2,7,1.5,10:51.1,11/29/2018
705007.957,3621631.051,95.859,64.766,2,8,1.3,10:51.3,11/29/2018
705008.29,3621631.703,97.305,64.258,2,8,1.3,10:51.5,11/29/2018
705008.588,3621632.287,96.133,64.18,2,8,1.3,10:51.7,11/29/2018
705008.951,3621632.997,94.883,62.266,2,8,1.3,10:51.9,11/29/2018
705009.223,3621633.53,91.953,60.508,2,8,1.3,10:52.1,11/29/2018
705009.596,3621634.261,91.289,60.391,2,8,1.3,10:52.3,11/29/2018
705009.913,3621634.888,91.445,60.82,2,8,1.3,10:52.5,11/29/2018
705010.18,3621635.419,92.812,62.812,2,8,1.3,10:52.6,11/29/2018
705010.547,3621636.147,94.844,64.258,2,8,1.3,10:52.9,11/29/2018
705010.825,3621636.7,96.992,64.688,2,8,1.3,10:53.0,11/29/2018
705011.197,3621637.438,98.867,64.531,2,8,1.3,10:53.2,11/29/2018
705011.478,3621637.975,100.508,66.68,2,8,1.4,10:53.4,11/29/2018
705011.796,3621638.557,102.422,68.789,2,8,1.4,10:53.6,11/29/2018
705012.156,3621639.216,103.477,69.492,2,8,1.4,10:53.8,11/29/2018
705012.456,3621639.766,104.805,69.492,2,8,1.4,10:54.0,11/29/2018
705012.8,3621640.396,105.859,70.195,2,8,1.4,10:54.2,11/29/2018
705013.142,3621641.029,108.164,72.188,2,8,1.4,10:54.4,11/29/2018
705013.439,3621641.618,110.898,73.945,2,8,1.4,10:54.6,11/29/2018
705013.724,3621642.183,112.5,73.398,2,8,1.4,10:54.7,11/29/2018
705014.08,3621642.89,112.461,73.398,2,8,1.4,10:55.0,11/29/2018
705014.323,3621643.371,113.203,74.258,2,8,1.4,10:55.1,11/29/2018
705014.621,3621643.964,113.867,74.961,2,8,1.4,10:55.3,11/29/2018
705014.924,3621644.562,114.023,75.469,2,7,1.5,10:55.5,11/29/2018
705015.251,3621645.208,113.516,74.883,2,7,1.5,10:55.7,11/29/2018
705015.516,3621645.733,113.672,75.195,2,7,1.5,10:55.9,11/29/2018
705015.843,3621646.38,112.656,74.023,2,7,1.5,10:56.1,11/29/2018
705016.25,3621647.184,113.281,74.453,2,7,1.5,10:56.3,11/29/2018
705016.499,3621647.695,114.414,75.352,2,7,1.5,10:56.5,11/29/2018
705016.777,3621648.268,114.805,75.117,2,7,1.5,10:56.6,11/29/2018
705017.046,3621648.821,113.672,75.117,2,7,1.5,10:56.8,11/29/2018
705017.349,3621649.445,112.773,74.375,2,7,1.5,10:57.0,11/29/2018
705017.678,3621650.121,109.375,71.953,2,7,1.5,10:57.2,11/29/2018
705017.982,3621650.731,107.891,70.664,2,7,1.5,10:57.4,11/29/2018
705018.271,3621651.286,107.93,71.133,2,7,1.5,10:57.6,11/29/2018
705018.65,3621652.017,106.133,69.297,2,7,1.5,10:57.8,11/29/2018
705018.88,3621652.461,103.047,66.562,2,7,1.5,10:58.0,11/29/2018
705019.184,3621653.045,100.117,65.078,2,7,1.5,10:58.1,11/29/2018
705019.488,3621653.629,97.734,64.531,2,7,1.5,10:58.3,11/29/2018
705019.832,3621654.257,96.836,63.594,2,7,1.5,10:58.5,11/29/2018
705020.138,3621654.815,96.836,64.609,2,7,1.5,10:58.7,11/29/2018
705020.489,3621655.456,96.211,64.453,2,7,1.5,10:58.9,11/29/2018
705020.8,3621656.024,94.531,63.164,2,7,1.5,10:59.1,11/29/2018
705021.137,3621656.639,93.125,62.109,2,7,1.5,10:59.3,11/29/2018
705021.51,3621657.309,91.016,60.352,2,7,1.5,10:59.5,11/29/2018
705021.811,3621657.849,89.102,59.609,2,7,1.5,10:59.7,11/29/2018
705022.187,3621658.524,87.227,59.102,2,7,1.5,10:59.9,11/29/2018
705022.472,3621659.036,87.227,58.594,2,7,1.5,11:00.0,11/29/2018
705022.847,3621659.707,85.703,58.594,2,7,1.5,11:00.3,11/29/2018
705023.159,3621660.263,85.547,58.008,2,7,1.5,11:00.4,11/29/2018
705023.615,3621661.068,85.781,57.539,2,7,1.5,11:00.7,11/29/2018
705023.778,3621661.356,86.875,59.102,2,7,1.5,11:00.8,11/29/2018
705024.105,3621661.932,89.023,60,2,7,1.5,11:01.0,11/29/2018
705024.416,3621662.482,92.383,62.344,2,7,1.5,11:01.2,11/29/2018
705024.731,3621663.054,94.375,64.219,2,7,1.5,11:01.4,11/29/2018
705024.963,3621663.511,97.148,64.023,2,7,1.5,11:01.6,11/29/2018
705025.246,3621664.07,100.117,64.922,2,7,1.5,11:01.8,11/29/2018
705025.534,3621664.638,101.25,65.859,2,7,1.5,11:02.0,11/29/2018
705025.767,3621665.097,103.281,69.375,2,7,1.5,11:02.1,11/29/2018
705026.067,3621665.687,105.352,71.719,2,7,1.5,11:02.4,11/29/2018
705026.278,3621666.079,109.258,76.25,2,7,1.5,11:02.5,11/29/2018
705026.527,3621666.543,113.984,82.07,2,7,1.5,11:02.7,11/29/2018
705026.799,3621667.048,118.125,84.062,2,7,1.5,11:02.9,11/29/2018
705027.019,3621667.457,118.867,81.562,2,7,1.5,11:03.1,11/29/2018
705027.245,3621667.878,119.062,81.914,2,7,1.5,11:03.3,11/29/2018
705027.457,3621668.265,117.266,79.453,2,7,1.5,11:03.5,11/29/2018
705027.659,3621668.627,115.352,77.383,2,7,1.5,11:03.6,11/29/2018
705027.862,3621668.99,113.516,75.82,2,7,1.5,11:03.8,11/29/2018
705028.084,3621669.388,111.211,74.375,2,7,1.5,11:04.1,11/29/2018
705028.257,3621669.698,109.062,73.008,2,7,1.5,11:04.2,11/29/2018
705028.468,3621670.065,108.125,72.461,2,7,1.5,11:04.4,11/29/2018
705028.632,3621670.339,107.227,69.688,2,7,1.5,11:04.6,11/29/2018
705028.8,3621670.619,106.133,69.727,2,7,1.5,11:04.8,11/29/2018
705028.984,3621670.927,105.156,68.867,2,7,1.5,11:05.0,11/29/2018
705029.155,3621671.212,104.375,67.578,2,7,1.5,11:05.2,11/29/2018
705029.365,3621671.571,105.039,68.359,2,9,1.1,11:05.4,11/29/2018
705029.542,3621671.895,108.438,71.836,2,9,1.1,11:05.6,11/29/2018
705029.739,3621672.253,110.391,74.102,2,9,1.1,11:05.8,11/29/2018
705029.946,3621672.63,111.055,74.297,2,9,1.1,11:06.0,11/29/2018
705030.168,3621673.035,110.43,73.516,2,9,1.1,11:06.2,11/29/2018
705030.305,3621673.283,108.906,71.641,2,9,1.1,11:06.3,11/29/2018
705030.497,3621673.641,106.758,69.453,2,8,1.3,11:06.5,11/29/2018
705030.725,3621674.066,104.062,66.68,2,8,1.3,11:06.7,11/29/2018
705030.92,3621674.429,101.367,66.094,2,8,1.3,11:06.9,11/29/2018
705031.148,3621674.854,98.594,63.242,2,8,1.3,11:07.1,11/29/2018
705031.342,3621675.216,97.734,62.031,2,8,1.3,11:07.3,11/29/2018
705031.636,3621675.756,97.773,62.383,2,8,1.3,11:07.5,11/29/2018
705031.829,3621676.107,96.875,61.602,2,8,1.3,11:07.6,11/29/2018
705032.082,3621676.571,96.953,62.578,2,8,1.3,11:07.8,11/29/2018
705032.352,3621677.062,96.836,62.773,2,8,1.3,11:08.0,11/29/2018
705032.576,3621677.471,97.773,63.711,2,8,1.3,11:08.2,11/29/2018
705032.91,3621678.085,97.188,63.125,2,7,1.5,11:08.5,11/29/2018
705033.111,3621678.456,96.484,61.367,2,7,1.5,11:08.6,11/29/2018
705033.425,3621679.034,94.062,60.117,2,7,1.5,11:08.8,11/29/2018
705033.658,3621679.464,91.641,58.125,2,7,1.5,11:09.0,11/29/2018
705033.969,3621680.04,88.867,57.109,2,7,1.5,11:09.2,11/29/2018
705034.232,3621680.525,87.109,54.805,2,7,1.5,11:09.4,11/29/2018
705034.528,3621681.064,85.039,54.453,2,7,1.5,11:09.6,11/29/2018
705034.789,3621681.542,83.711,53.945,2,7,1.5,11:09.7,11/29/2018
705035.102,3621682.114,82.305,54.18,2,7,1.5,11:09.9,11/29/2018
705035.362,3621682.588,81.602,53.984,2,7,1.5,11:10.1,11/29/2018
705035.684,3621683.176,82.93,55,2,7,1.5,11:10.3,11/29/2018
705035.948,3621683.622,80.43,51.719,2,7,1.5,11:10.5,11/29/2018
705036.246,3621684.127,81.445,53.047,2,7,1.5,11:10.7,11/29/2018
705036.526,3621684.6,81.719,53.594,2,7,1.5,11:10.9,11/29/2018
705036.859,3621685.164,81.602,54.648,2,7,1.5,11:11.1,11/29/2018
705037.126,3621685.615,83.242,55.039,2,7,1.5,11:11.2,11/29/2018
705037.467,3621686.196,85.312,55.039,2,6,1.8,11:11.5,11/29/2018
705037.698,3621686.593,87.305,57.422,2,6,1.8,11:11.6,11/29/2018
705038.019,3621687.142,90.898,59.102,2,6,1.8,11:11.8,11/29/2018
705038.265,3621687.564,93.438,61.172,2,6,1.8,11:12.0,11/29/2018
705038.585,3621688.112,93.516,60.703,2,6,1.8,11:12.2,11/29/2018
705038.847,3621688.563,94.805,62.227,2,6,1.8,11:12.4,11/29/2018
705039.169,3621689.119,98.477,64.336,2,6,1.8,11:12.6,11/29/2018
705039.414,3621689.545,101.367,66.641,2,6,1.8,11:12.8,11/29/2018
705039.723,3621690.08,105.508,70.469,2,6,1.8,11:13.0,11/29/2018
705040.032,3621690.615,108.438,70.352,2,6,1.8,11:13.2,11/29/2018
705040.276,3621691.038,111.055,71.914,2,6,1.8,11:13.3,11/29/2018
705040.624,3621691.602,113.164,71.914,2,6,1.8,11:13.5,11/29/2018
705040.939,3621692.113,113.047,71.836,2,6,1.8,11:13.7,11/29/2018
705041.211,3621692.554,115.117,72.734,2,6,1.8,11:13.9,11/29/2018
705041.554,3621693.11,116.68,73.828,2,6,1.8,11:14.1,11/29/2018
705041.839,3621693.573,120.898,78.164,2,6,1.8,11:14.3,11/29/2018
705042.214,3621694.101,123.984,79.531,2,6,1.8,11:14.5,11/29/2018
705042.539,3621694.542,125.938,81.914,2,6,1.8,11:14.7,11/29/2018
705042.923,3621695.062,129.18,84.258,2,6,1.8,11:14.9,11/29/2018
705043.268,3621695.529,131.719,84.141,2,6,1.8,11:15.0,11/29/2018
705043.653,3621696.052,133.125,85.82,2,6,1.8,11:15.3,11/29/2018
705044.042,3621696.642,135.898,86.367,2,7,1.4,11:15.5,11/29/2018
705044.311,3621697.077,136.68,86.914,2,7,1.4,11:15.6,11/29/2018
705044.672,3621697.66,136.758,87.891,2,7,1.4,11:15.8,11/29/2018
705044.984,3621698.163,137.109,88.281,2,7,1.4,11:16.0,11/29/2018
705045.365,3621698.781,139.258,89.023,2,7,1.4,11:16.2,11/29/2018
705045.672,3621699.288,138.984,88.555,2,7,1.4,11:16.4,11/29/2018
705046.025,3621699.901,138.398,88.047,2,7,1.4,11:16.6,11/29/2018
705046.338,3621700.443,139.297,89.219,2,7,1.4,11:16.8,11/29/2018
705046.744,3621701.145,141.406,91.172,2,7,1.4,11:17.0,11/29/2018
705047.036,3621701.651,143.047,92.656,2,7,1.4,11:17.1,11/29/2018
705047.468,3621702.398,146.094,94.531,2,7,1.4,11:17.4,11/29/2018
705047.752,3621702.89,147.969,94.727,2,7,1.4,11:17.5,11/29/2018
705048.182,3621703.633,150.469,96.25,2,7,1.4,11:17.7,11/29/2018
705048.488,3621704.161,152.539,97.109,2,7,1.4,11:17.9,11/29/2018
705048.889,3621704.855,153.477,96.875,2,7,1.4,11:18.1,11/29/2018
705049.237,3621705.456,152.578,95.625,2,7,1.4,11:18.3,11/29/2018
705049.608,3621706.125,152.734,96.016,2,7,1.4,11:18.5,11/29/2018
705049.906,3621706.672,151.406,95.391,2,7,1.4,11:18.7,11/29/2018
705050.307,3621707.405,151.641,94.961,2,7,1.4,11:18.9,11/29/2018
705050.587,3621707.919,151.328,93.984,2,7,1.4,11:19.0,11/29/2018
705050.963,3621708.607,149.414,92.93,2,7,1.4,11:19.2,11/29/2018
705051.299,3621709.215,148.75,93.086,2,8,1.3,11:19.4,11/29/2018
705051.633,3621709.813,150.508,94.609,2,8,1.3,11:19.6,11/29/2018
705051.962,3621710.401,151.641,96.602,2,8,1.3,11:19.8,11/29/2018
705052.336,3621711.07,152.656,97.578,2,8,1.3,11:20.0,11/29/2018
705052.627,3621711.591,153.75,97.461,2,8,1.3,11:20.2,11/29/2018
705053.016,3621712.294,155,98.633,2,7,1.4,11:20.4,11/29/2018
705053.287,3621712.798,154.609,97.969,2,7,1.4,11:20.5,11/29/2018
705053.648,3621713.469,154.766,97.734,2,7,1.4,11:20.8,11/29/2018
705054.107,3621714.323,152.656,96.68,2,7,1.4,11:21.0,11/29/2018
705054.253,3621714.594,151.836,96.602,2,7,1.4,11:21.1,11/29/2018
705054.578,3621715.199,150.664,95.664,2,7,1.4,11:21.3,11/29/2018
705054.925,3621715.814,149.18,93.984,2,7,1.4,11:21.5,11/29/2018
705055.227,3621716.347,147.344,92.227,2,7,1.4,11:21.7,11/29/2018
705055.677,3621717.142,145.859,90.391,2,7,1.4,11:22.0,11/29/2018
