"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH","-1.0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
705191.298,3621535.254,94.336,61.836,2,9,0.9,15:13.1,11/29/2018
705191.024,3621534.876,95.664,63.672,2,9,0.9,15:13.2,11/29/2018
705190.717,3621534.459,98.438,65.664,2,9,0.9,15:13.5,11/29/2018
705190.465,3621534.116,99.961,66.406,2,9,0.9,15:13.6,11/29/2018
705190.141,3621533.676,100.82,66.719,2,9,0.9,15:13.9,11/29/2018
705189.901,3621533.351,101.484,67.891,2,9,0.9,15:14.0,11/29/2018
705189.635,3621532.985,102.305,67.93,2,9,0.9,15:14.2,11/29/2018
705189.328,3621532.561,102.305,66.602,2,9,0.9,15:14.4,11/29/2018
705189.057,3621532.186,101.406,66.016,2,9,0.9,15:14.6,11/29/2018
705188.747,3621531.757,101.914,65.352,2,9,0.9,15:14.8,11/29/2018
705188.503,3621531.419,103.359,65.82,2,9,0.9,15:15.0,11/29/2018
705188.163,3621530.94,103.281,65.703,2,9,0.9,15:15.2,11/29/2018
705187.947,3621530.626,103.32,64.844,2,9,0.9,15:15.3,11/29/2018
705187.686,3621530.246,103.828,65.898,2,9,0.9,15:15.5,11/29/2018
705187.386,3621529.811,103.711,66.602,2,9,0.9,15:15.7,11/29/2018
705187.052,3621529.326,102.656,65.391,2,9,0.9,15:15.9,11/29/2018
705186.811,3621528.975,101.367,66.484,2,9,0.9,15:16.1,11/29/2018
705186.502,3621528.504,100.547,65.664,2,9,0.9,15:16.3,11/29/2018
705186.251,3621528.12,100.938,66.055,2,9,0.9,15:16.5,11/29/2018
705185.951,3621527.662,100.078,64.531,2,9,0.9,15:16.7,11/29/2018
705185.701,3621527.28,98.672,63.477,2,9,0.9,15:16.9,11/29/2018
705185.417,3621526.847,97.109,62.617,2,9,0.9,15:17.0,11/29/2018
705185.153,3621526.425,96.328,61.211,2,9,0.9,15:17.2,11/29/2018
705184.865,3621525.957,96.133,61.758,2,9,0.9,15:17.4,11/29/2018
705184.617,3621525.553,96.758,63.32,2,9,0.9,15:17.6,11/29/2018
705184.359,3621525.133,96.367,62.227,2,9,0.9,15:17.8,11/29/2018
705184.068,3621524.661,95.781,60.82,2,9,0.9,15:18.0,11/29/2018
705183.805,3621524.218,95.625,60.352,2,9,0.9,15:18.2,11/29/2018
705183.563,3621523.799,94.844,60.625,2,9,0.9,15:18.4,11/29/2018
705183.292,3621523.329,94.336,60.625,2,9,0.9,15:18.6,11/29/2018
705183.043,3621522.895,94.883,60.039,2,9,0.9,15:18.8,11/29/2018
705182.78,3621522.439,95.742,60.352,2,9,0.9,15:19.0,11/29/2018
705182.516,3621521.994,96.484,61.445,2,9,0.9,15:19.1,11/29/2018
705182.181,3621521.479,97.188,61.367,2,9,0.9,15:19.4,11/29/2018
705181.971,3621521.155,97.891,61.211,2,9,0.9,15:19.5,11/29/2018
705181.66,3621520.677,98.125,62.812,2,9,0.9,15:19.7,11/29/2018
705181.396,3621520.27,98.203,62.461,2,9,0.9,15:19.9,11/29/2018
705181.177,3621519.933,97.344,62.539,2,9,0.9,15:20.1,11/29/2018
705180.902,3621519.54,97.031,62.93,2,9,0.9,15:20.3,11/29/2018
705180.578,3621519.08,96.758,61.836,2,9,0.9,15:20.5,11/29/2018
705180.308,3621518.696,97.031,62.422,2,9,0.9,15:20.7,11/29/2018
705179.968,3621518.213,97.852,62.422,2,9,0.9,15:20.9,11/29/2018
705179.732,3621517.876,98.164,63.75,2,9,0.9,15:21.0,11/29/2018
705179.419,3621517.437,98.164,63.359,2,9,0.9,15:21.2,11/29/2018
705179.133,3621517.037,98.242,62.773,2,9,0.9,15:21.4,11/29/2018
705178.776,3621516.538,96.133,60.742,2,9,0.9,15:21.6,11/29/2018
705178.541,3621516.21,94.648,59.258,2,9,0.9,15:21.8,11/29/2018
705178.204,3621515.739,93.32,58.906,2,9,0.9,15:22.0,11/29/2018
705177.965,3621515.403,93.086,59.961,2,9,0.9,15:22.2,11/29/2018
705177.65,3621514.958,93.789,61.055,2,9,0.9,15:22.4,11/29/2018
705177.351,3621514.538,93.711,59.766,2,9,0.9,15:22.6,11/29/2018
705177.1,3621514.184,93.32,59.141,2,9,0.9,15:22.7,11/29/2018
705176.786,3621513.741,92.422,58.711,2,9,0.9,15:22.9,11/29/2018
705176.493,3621513.327,92.109,58.242,2,9,0.9,15:23.1,11/29/2018
705176.158,3621512.843,91.914,58.398,2,9,0.9,15:23.3,11/29/2018
705175.843,3621512.387,90.234,57.266,2,9,0.9,15:23.5,11/29/2018
705175.602,3621512.039,89.492,56.367,2,9,0.9,15:23.7,11/29/2018
705175.247,3621511.525,87.031,55.117,2,9,0.9,15:23.9,11/29/2018
705175.008,3621511.18,85.703,54.18,2,9,0.9,15:24.1,11/29/2018
705174.691,3621510.711,85.508,54.766,2,9,0.9,15:24.3,11/29/2018
705174.477,3621510.394,86.289,55.898,2,9,0.9,15:24.4,11/29/2018
705174.117,3621509.861,87.695,56.797,2,9,0.9,15:24.7,11/29/2018
705173.9,3621509.54,89.492,58.516,2,9,0.9,15:24.8,11/29/2018
705173.607,3621509.106,89.727,58.789,2,9,0.9,15:25.0,11/29/2018
705173.34,3621508.711,90.82,58.711,2,9,0.9,15:25.2,11/29/2018
705173.088,3621508.339,91.602,59.453,2,9,0.9,15:25.4,11/29/2018
705172.789,3621507.897,90.625,59.531,2,9,0.9,15:25.6,11/29/2018
705172.466,3621507.421,91.562,59.453,2,9,0.9,15:25.8,11/29/2018
705172.226,3621507.066,91.719,60.664,2,9,0.9,15:26.0,11/29/2018
705171.979,3621506.7,92.578,59.883,2,9,0.9,15:26.2,11/29/2018
705171.685,3621506.261,92.891,60.078,2,9,0.9,15:26.4,11/29/2018
705171.448,3621505.908,92.891,60.703,2,9,0.9,15:26.5,11/29/2018
705171.217,3621505.563,93.281,60.82,2,9,0.9,15:26.7,11/29/2018
705170.938,3621505.146,93.555,61.25,2,9,0.9,15:26.9,11/29/2018
705170.632,3621504.689,93.672,60,2,9,0.9,15:27.1,11/29/2018
705170.432,3621504.396,93.867,60.195,2,9,0.9,15:27.3,11/29/2018
705170.115,3621503.929,93.711,60.352,2,9,0.9,15:27.5,11/29/2018
705169.917,3621503.638,92.852,59.336,2,9,0.9,15:27.7,11/29/2018
705169.628,3621503.213,93.164,59.961,2,9,0.9,15:27.9,11/29/2018
705169.385,3621502.856,94.609,60.391,2,9,0.9,15:28.1,11/29/2018
705169.094,3621502.413,95.977,62.617,2,9,0.9,15:28.3,11/29/2018
705168.892,3621502.105,97.344,64.258,2,9,0.9,15:28.4,11/29/2018
705168.604,3621501.667,98.32,64.805,2,9,0.9,15:28.7,11/29/2018
705168.401,3621501.357,100.117,65.781,2,9,0.9,15:28.8,11/29/2018
705168.174,3621501.011,102.148,66.914,2,9,0.9,15:29.0,11/29/2018
705167.898,3621500.587,104.219,68.945,2,9,0.9,15:29.2,11/29/2018
705167.671,3621500.233,105.977,70.82,2,9,0.9,15:29.4,11/29/2018
705167.444,3621499.882,107.93,70.977,2,9,0.9,15:29.6,11/29/2018
705167.176,3621499.466,108.125,71.133,2,9,0.9,15:29.8,11/29/2018
705166.89,3621499.022,108.516,71.094,2,9,0.9,15:30.0,11/29/2018
705166.681,3621498.695,109.883,72.266,2,9,0.9,15:30.1,11/29/2018
705166.378,3621498.215,111.211,73.32,2,9,0.9,15:30.4,11/29/2018
705166.203,3621497.937,112.5,72.891,2,9,0.9,15:30.5,11/29/2018
705165.91,3621497.472,111.523,72.734,2,9,0.9,15:30.7,11/29/2018
705165.699,3621497.137,113.047,73.516,2,9,0.9,15:30.9,11/29/2018
705165.465,3621496.766,113.359,72.891,2,9,0.9,15:31.1,11/29/2018
705165.174,3621496.301,113.164,73.711,2,9,0.9,15:31.3,11/29/2018
705164.87,3621495.815,113.086,73.125,2,9,0.9,15:31.5,11/29/2018
705164.647,3621495.459,113.203,73.281,2,9,0.9,15:31.7,11/29/2018
705164.427,3621495.108,112.891,73.32,2,9,0.9,15:31.8,11/29/2018
705164.135,3621494.641,111.875,72.734,2,9,0.9,15:32.1,11/29/2018
705163.863,3621494.196,112.109,72.578,2,9,0.9,15:32.2,11/29/2018
705163.59,3621493.748,111.445,71.328,2,9,0.9,15:32.4,11/29/2018
705163.337,3621493.333,110.234,70.156,2,9,0.9,15:32.6,11/29/2018
705163.017,3621492.807,109.336,69.844,2,9,0.9,15:32.8,11/29/2018
705162.777,3621492.413,108.555,69.492,2,9,0.9,15:33.0,11/29/2018
705162.476,3621491.907,108.008,68.711,2,9,0.9,15:33.2,11/29/2018
705162.215,3621491.458,106.992,67.695,2,9,0.9,15:33.4,11/29/2018
705161.906,3621490.927,106.836,67.031,2,9,0.9,15:33.6,11/29/2018
705161.645,3621490.479,106.602,66.914,2,9,0.9,15:33.8,11/29/2018
705161.339,3621489.953,105.859,68.047,2,9,0.9,15:34.0,11/29/2018
705161.075,3621489.5,105.273,68.281,2,9,0.9,15:34.1,11/29/2018
705160.739,3621488.921,104.258,68.008,2,9,0.9,15:34.4,11/29/2018
705160.48,3621488.476,103.32,65.43,2,9,0.9,15:34.5,11/29/2018
705160.158,3621487.921,101.68,64.414,2,9,0.9,15:34.8,11/29/2018
705159.933,3621487.534,99.883,63.477,2,9,0.9,15:34.9,11/29/2018
705159.673,3621487.086,98.398,63.594,2,9,0.9,15:35.1,11/29/2018
705159.394,3621486.609,98.594,63.906,2,9,0.9,15:35.3,11/29/2018
705159.118,3621486.135,97.578,61.836,2,9,0.9,15:35.5,11/29/2018
705158.79,3621485.574,96.953,62.109,2,9,0.9,15:35.7,11/29/2018
705158.568,3621485.193,95.742,62.148,2,9,0.9,15:35.8,11/29/2018
705158.299,3621484.731,95.195,62.188,2,9,0.9,15:36.0,11/29/2018
705158.005,3621484.24,95.781,63.711,2,9,0.9,15:36.2,11/29/2018
705157.762,3621483.839,95.781,62.695,2,9,0.9,15:36.4,11/29/2018
705157.46,3621483.34,95.625,62.539,2,9,0.9,15:36.6,11/29/2018
705157.149,3621482.826,95.312,62.422,2,9,0.9,15:36.8,11/29/2018
705156.932,3621482.469,94.609,62.617,2,9,0.9,15:37.0,11/29/2018
705156.68,3621482.061,93.516,61.133,2,9,0.9,15:37.2,11/29/2018
705156.403,3621481.626,92.266,60.391,2,9,0.9,15:37.4,11/29/2018
705156.164,3621481.251,90.703,59.883,2,9,0.9,15:37.5,11/29/2018
705155.871,3621480.79,89.297,58.242,2,9,0.9,15:37.8,11/29/2018
705155.628,3621480.408,87.969,59.18,2,9,0.9,15:37.9,11/29/2018
705155.348,3621479.969,86.602,58.203,2,9,0.9,15:38.1,11/29/2018
705155.028,3621479.468,85.078,56.289,2,9,0.9,15:38.4,11/29/2018
705154.827,3621479.153,83.867,55,2,9,0.9,15:38.5,11/29/2018
705154.513,3621478.66,83.164,54.297,2,9,0.9,15:38.7,11/29/2018
705154.291,3621478.312,83.164,53.672,2,9,0.9,15:38.9,11/29/2018
705154.042,3621477.922,83.633,54.375,2,9,0.9,15:39.1,11/29/2018
705153.734,3621477.454,83.789,54.883,2,9,0.9,15:39.3,11/29/2018
705153.478,3621477.067,84.609,55.664,2,9,0.9,15:39.4,11/29/2018
705153.177,3621476.613,85.391,56.836,2,9,0.9,15:39.7,11/29/2018
705152.824,3621476.08,86.211,56.953,2,9,0.9,15:39.9,11/29/2018
705152.61,3621475.757,86.602,56.562,2,9,0.9,15:40.0,11/29/2018
705152.358,3621475.367,86.406,57.617,2,9,0.9,15:40.2,11/29/2018
705152.053,3621474.887,86.328,57.305,2,9,0.9,15:40.4,11/29/2018
705151.806,3621474.498,85.43,56.133,2,9,0.9,15:40.6,11/29/2018
705151.495,3621474.008,85,54.609,2,9,0.9,15:40.8,11/29/2018
705151.229,3621473.589,84.57,53.672,2,9,0.9,15:41.0,11/29/2018
705150.916,3621473.088,83.164,53.398,2,9,0.9,15:41.2,11/29/2018
705150.645,3621472.644,83.633,55,2,9,0.9,15:41.4,11/29/2018
705150.442,3621472.311,85.781,56.484,2,9,0.9,15:41.5,11/29/2018
705150.196,3621471.906,89.18,59.492,2,9,0.9,15:41.7,11/29/2018
705149.892,3621471.407,91.211,60.977,2,9,0.9,15:42.0,11/29/2018
705149.652,3621470.996,93.164,60.703,2,9,0.9,15:42.2,11/29/2018
705149.493,3621470.691,95.352,62.383,2,9,0.9,15:42.3,11/29/2018
705149.28,3621470.28,96.367,62.93,2,9,0.9,15:42.5,11/29/2018
705149.025,3621469.788,97.109,63.672,2,9,0.9,15:42.7,11/29/2018
705148.844,3621469.438,101.133,67.109,2,9,0.9,15:42.9,11/29/2018
705148.598,3621468.969,103.594,67.891,2,9,0.9,15:43.1,11/29/2018
705148.445,3621468.705,105.078,69.336,2,9,0.9,15:43.3,11/29/2018
705148.204,3621468.29,106.445,70.664,2,9,0.9,15:43.5,11/29/2018
705148.016,3621467.966,106.836,73.32,2,9,0.9,15:43.7,11/29/2018
705147.788,3621467.573,106.172,75,2,9,0.9,15:43.9,11/29/2018
705147.593,3621467.238,105.781,72.383,2,9,0.9,15:44.0,11/29/2018
705147.407,3621466.932,106.211,70.508,2,9,0.9,15:44.2,11/29/2018
705147.196,3621466.594,104.883,68.984,2,9,0.9,15:44.4,11/29/2018
705146.966,3621466.224,103.359,66.719,2,9,0.9,15:44.6,11/29/2018
705146.764,3621465.9,101.406,65.312,2,9,0.9,15:44.8,11/29/2018
705146.526,3621465.517,99.57,63.828,2,9,0.9,15:45.0,11/29/2018
705146.297,3621465.147,98.984,63.242,2,9,0.9,15:45.1,11/29/2018
705146.053,3621464.746,97.188,62.109,2,9,0.9,15:45.3,11/29/2018
705145.729,3621464.213,95.859,63.164,2,9,0.9,15:45.6,11/29/2018
705145.555,3621463.926,96.484,64.258,2,9,0.9,15:45.7,11/29/2018
705145.325,3621463.549,97.383,64.531,2,9,0.9,15:45.9,11/29/2018
705145.002,3621463.012,98.281,65.625,2,9,0.9,15:46.2,11/29/2018
705144.798,3621462.659,97.93,65.039,2,9,0.9,15:46.3,11/29/2018
705144.494,3621462.134,97.852,64.805,2,9,0.9,15:46.5,11/29/2018
705144.247,3621461.708,98.945,65.977,2,9,0.9,15:46.7,11/29/2018
705143.98,3621461.246,99.336,66.25,2,9,0.9,15:46.8,11/29/2018
705143.687,3621460.741,101.055,66.719,2,9,0.9,15:47.0,11/29/2018
705143.387,3621460.239,100.625,66.523,2,9,0.9,15:47.2,11/29/2018
705143.078,3621459.73,99.102,63.516,2,9,0.9,15:47.4,11/29/2018
705142.791,3621459.256,96.914,62.188,2,9,0.9,15:47.6,11/29/2018
705142.429,3621458.658,94.844,59.531,2,9,0.9,15:47.8,11/29/2018
705142.161,3621458.216,93.203,58.398,2,9,0.9,15:48.0,11/29/2018
705141.734,3621457.577,93.32,59.609,2,9,0.9,15:48.2,11/29/2018
705141.424,3621457.144,93.125,59.492,2,9,0.9,15:48.4,11/29/2018
705140.956,3621456.493,91.758,58.438,2,9,0.9,15:48.6,11/29/2018
705140.667,3621456.091,90.898,56.953,2,9,0.9,15:48.8,11/29/2018
705140.309,3621455.592,89.727,57.344,2,9,0.9,15:48.9,11/29/2018
705139.925,3621455.026,90.156,57.734,2,9,0.9,15:49.1,11/29/2018
705139.663,3621454.553,91.523,59.023,2,9,0.9,15:49.3,11/29/2018
705139.345,3621453.975,92.266,59.18,2,9,0.9,15:49.5,11/29/2018
705139.092,3621453.517,94.609,60.859,2,9,0.9,15:49.7,11/29/2018
705138.836,3621453.054,96.211,62.188,2,9,0.9,15:49.9,11/29/2018
705138.521,3621452.483,97.617,62.578,2,9,0.9,15:50.1,11/29/2018
705138.224,3621451.94,98.633,62.539,2,9,0.9,15:50.3,11/29/2018
705137.963,3621451.464,98.867,62.734,2,9,0.9,15:50.5,11/29/2018
705137.751,3621451.077,100.43,65.078,2,9,0.9,15:50.7,11/29/2018
705137.449,3621450.526,100.859,64.414,2,9,0.9,15:50.9,11/29/2018
705137.203,3621450.075,101.133,65.547,2,9,0.9,15:51.1,11/29/2018
705136.984,3621449.696,101.016,65.117,2,9,0.9,15:51.2,11/29/2018
705136.704,3621449.22,101.562,63.672,2,9,0.9,15:51.4,11/29/2018
705136.466,3621448.814,101.523,64.805,2,9,0.9,15:51.6,11/29/2018
705136.165,3621448.3,102.148,64.844,2,9,0.9,15:51.8,11/29/2018
705135.954,3621447.941,101.016,64.727,2,9,0.9,15:52.0,11/29/2018
705135.657,3621447.428,100.43,63.281,2,9,0.9,15:52.2,11/29/2018
705135.452,3621447.07,99.57,62.461,2,9,0.9,15:52.4,11/29/2018
705135.175,3621446.583,99.102,62.656,2,9,0.9,15:52.6,11/29/2018
705134.907,3621446.115,97.383,61.289,2,9,0.9,15:52.8,11/29/2018
705134.662,3621445.685,96.445,60.312,2,9,0.9,15:53.0,11/29/2018
705134.37,3621445.172,95,58.594,2,9,0.9,15:53.2,11/29/2018
705134.174,3621444.823,94.57,57.852,2,9,0.9,15:53.3,11/29/2018
705133.958,3621444.44,94.258,58.711,2,9,0.9,15:53.5,11/29/2018
705133.698,3621443.979,93.477,57.734,2,9,0.9,15:53.7,11/29/2018
705133.464,3621443.563,93.086,57.109,2,9,0.9,15:53.9,11/29/2018
705133.2,3621443.095,93.125,58.828,2,9,0.9,15:54.1,11/29/2018
705132.874,3621442.571,93.242,59.18,2,9,0.9,15:54.3,11/29/2018
705132.665,3621442.239,95,59.805,2,9,0.9,15:54.5,11/29/2018
705132.327,3621441.701,96.367,61.562,2,9,0.9,15:54.7,11/29/2018
705132.091,3621441.326,97.305,62.109,2,9,0.9,15:54.9,11/29/2018
705131.859,3621440.955,97.188,61.016,2,9,0.9,15:55.0,11/29/2018
705131.524,3621440.417,97.188,60.312,2,9,0.9,15:55.2,11/29/2018
705131.294,3621440.045,96.953,61.641,2,9,0.9,15:55.4,11/29/2018
705130.956,3621439.5,97.734,61.953,2,9,0.9,15:55.6,11/29/2018
705130.631,3621438.974,97.5,60.742,2,9,0.9,15:55.8,11/29/2018
705130.41,3621438.617,96.875,60.977,2,9,0.9,15:56.0,11/29/2018
705130.111,3621438.14,97.383,61.953,2,9,0.9,15:56.2,11/29/2018
705129.765,3621437.6,97.812,61.797,2,9,0.9,15:56.4,11/29/2018
705129.5,3621437.186,98.906,62.266,2,9,0.9,15:56.5,11/29/2018
705129.131,3621436.609,98.633,61.914,2,9,0.9,15:56.8,11/29/2018
705128.863,3621436.19,97.852,61.992,2,9,0.9,15:56.9,11/29/2018
705128.519,3621435.664,96.406,61.055,2,9,0.9,15:57.1,11/29/2018
705128.143,3621435.177,94.57,59.453,2,9,0.9,15:57.3,11/29/2018
705127.739,3621434.655,92.656,57.578,2,9,0.9,15:57.5,11/29/2018
705127.219,3621433.981,89.023,54.492,2,9,0.9,15:57.7,11/29/2018
705126.872,3621433.532,86.562,52.422,2,9,0.9,15:57.9,11/29/2018
705126.53,3621433.089,85.156,52.344,2,9,0.9,15:58.1,11/29/2018
705126.112,3621432.433,83.398,51.172,2,9,0.9,15:58.3,11/29/2018
705125.84,3621431.985,81.523,51.016,2,9,0.9,15:58.5,11/29/2018
705125.507,3621431.436,80.352,50.547,2,9,0.9,15:58.6,11/29/2018
705125.099,3621430.765,80.742,51.289,2,9,0.9,15:58.9,11/29/2018
705124.864,3621430.378,81.172,50.938,2,9,0.9,15:59.0,11/29/2018
705124.539,3621429.824,81.953,51.641,2,9,0.9,15:59.2,11/29/2018
705124.271,3621429.355,82.969,52.812,2,9,0.9,15:59.4,11/29/2018
705123.92,3621428.742,84.023,52.422,2,9,0.9,15:59.6,11/29/2018
705123.632,3621428.238,84.375,52.695,2,9,0.9,15:59.8,11/29/2018
705123.331,3621427.711,85.078,52.383,2,9,0.9,15:59.9,11/29/2018
705122.941,3621427.033,85.352,52.773,2,9,0.9,16:00.2,11/29/2018
705122.587,3621426.421,84.531,52.461,2,9,0.9,16:00.4,11/29/2018
705122.375,3621426.054,84.023,52.266,2,9,0.9,16:00.5,11/29/2018
705122.082,3621425.548,83.281,51.562,2,9,0.9,16:00.7,11/29/2018
705121.728,3621424.936,83.047,51.484,2,9,0.9,16:00.9,11/29/2018
705121.436,3621424.432,82.891,51.406,2,9,0.9,16:01.1,11/29/2018
705121.096,3621423.842,83.555,52.227,2,9,0.9,16:01.3,11/29/2018
705120.823,3621423.369,85.43,53.32,2,9,0.9,16:01.5,11/29/2018
705120.49,3621422.793,85.469,53.242,2,9,0.9,16:01.7,11/29/2018
705120.207,3621422.303,87.07,55.312,2,9,0.9,16:01.9,11/29/2018
705119.871,3621421.721,88.555,55.156,2,9,0.9,16:02.1,11/29/2018
705119.597,3621421.234,90.781,56.094,2,9,0.9,16:02.2,11/29/2018
705119.29,3621420.683,91.602,57.578,2,9,0.9,16:02.4,11/29/2018
705118.93,3621420.04,92.07,58.359,2,9,0.9,16:02.7,11/29/2018
705118.703,3621419.634,91.523,58.633,2,9,0.9,16:02.8,11/29/2018
705118.356,3621419.014,90.82,57.227,2,9,0.9,16:03.0,11/29/2018
705118.107,3621418.575,89.492,56.367,2,9,0.9,16:03.2,11/29/2018
705117.755,3621417.963,88.398,54.961,2,9,0.9,16:03.4,11/29/2018
705117.507,3621417.533,87.93,54.883,2,9,0.9,16:03.6,11/29/2018
705117.232,3621417.055,88.594,55.859,2,9,0.9,16:03.7,11/29/2018
705116.904,3621416.485,89.062,56.289,2,9,0.9,16:04.0,11/29/2018
705116.594,3621415.954,88.945,56.602,2,9,0.9,16:04.1,11/29/2018
705116.244,3621415.386,88.359,55.352,2,9,0.9,16:04.3,11/29/2018
705115.957,3621414.917,87.773,54.102,2,9,0.9,16:04.5,11/29/2018
705115.621,3621414.371,87.031,53.555,2,9,0.9,16:04.7,11/29/2018
705115.304,3621413.855,86.641,52.969,2,9,0.9,16:04.9,11/29/2018
705114.907,3621413.209,83.789,50.977,2,9,0.9,16:05.1,11/29/2018
705114.637,3621412.77,82.578,51.523,2,9,0.9,16:05.3,11/29/2018
705114.208,3621412.072,80.898,50.859,2,9,0.9,16:05.5,11/29/2018
705113.97,3621411.685,79.883,50.859,2,9,0.9,16:05.7,11/29/2018
705113.609,3621411.098,79.18,49.766,2,9,0.9,16:05.9,11/29/2018
705113.313,3621410.616,77.891,47.617,2,9,0.9,16:06.0,11/29/2018
705112.95,3621410.026,75.195,47.852,2,9,0.9,16:06.2,11/29/2018
705112.646,3621409.532,74.766,46.016,2,9,0.9,16:06.4,11/29/2018
705112.277,3621408.932,73.711,46.094,2,9,0.9,16:06.6,11/29/2018
705111.934,3621408.374,73.789,46.641,2,9,0.9,16:06.8,11/29/2018
705111.556,3621407.759,72.891,46.211,2,9,0.9,16:07.0,11/29/2018
705111.286,3621407.325,72.227,45.586,2,9,0.9,16:07.2,11/29/2018
705110.827,3621406.601,70.859,45.117,2,9,0.9,16:07.4,11/29/2018
705110.579,3621406.209,70.195,44.805,2,9,0.9,16:07.6,11/29/2018
705110.194,3621405.6,70.703,44.375,2,9,0.9,16:07.8,11/29/2018
705109.874,3621405.095,69.961,45.039,2,9,0.9,16:07.9,11/29/2018
705109.463,3621404.445,70.391,44.18,2,9,0.9,16:08.1,11/29/2018
705109.173,3621403.985,70.391,43.516,2,9,0.9,16:08.3,11/29/2018
705108.77,3621403.347,69.688,43.945,2,9,0.9,16:08.5,11/29/2018
705108.445,3621402.831,70.469,44.453,2,9,0.9,16:08.7,11/29/2018
705108.044,3621402.196,70.781,44.648,2,9,0.9,16:08.9,11/29/2018
705107.716,3621401.677,70.664,44.141,2,9,0.9,16:09.1,11/29/2018
705107.381,3621401.165,68.086,42.5,2,9,0.9,16:09.3,11/29/2018
705106.952,3621400.514,66.836,41.953,2,9,0.9,16:09.5,11/29/2018
705106.527,3621399.868,66.484,42.031,2,9,0.9,16:09.7,11/29/2018
705106.228,3621399.413,66.992,42.383,2,9,0.9,16:09.9,11/29/2018
705105.903,3621398.92,67.969,43.633,2,9,0.9,16:10.0,11/29/2018
705105.54,3621398.374,67.266,43.242,2,9,0.9,16:10.2,11/29/2018
705105.15,3621397.793,66.406,42.383,2,9,0.9,16:10.4,11/29/2018
705104.726,3621397.161,66.25,42.734,2,9,0.9,16:10.6,11/29/2018
705104.387,3621396.656,66.953,45,2,9,0.9,16:10.8,11/29/2018
705104.051,3621396.154,68.672,46.523,2,9,0.9,16:11.0,11/29/2018
705103.623,3621395.525,70,48.203,2,9,0.9,16:11.2,11/29/2018
705103.316,3621395.081,72.305,48.477,2,9,0.9,16:11.4,11/29/2018
705102.922,3621394.509,74.062,48.516,2,9,0.9,16:11.6,11/29/2018
705102.561,3621393.985,74.18,47.773,2,9,0.9,16:11.7,11/29/2018
705102.106,3621393.326,73.164,48.398,2,9,0.9,16:12.0,11/29/2018
705101.791,3621392.876,73.984,49.492,2,9,0.9,16:12.1,11/29/2018
705101.463,3621392.432,75.039,49.492,2,9,0.9,16:12.3,11/29/2018
705101.028,3621391.841,76.25,51.055,2,9,0.9,16:12.5,11/29/2018
705100.695,3621391.389,77.031,51.523,2,9,0.9,16:12.7,11/29/2018
705100.26,3621390.799,77.148,49.922,2,9,0.9,16:12.9,11/29/2018
705099.9,3621390.31,75.508,48.555,2,9,0.9,16:13.1,11/29/2018
705099.476,3621389.744,75.82,48.828,2,9,0.9,16:13.3,11/29/2018
705099.068,3621389.202,76.953,50.312,2,9,0.9,16:13.5,11/29/2018
705098.682,3621388.687,78.633,51.953,2,9,0.9,16:13.6,11/29/2018
705098.341,3621388.234,78.516,50.82,2,9,0.9,16:13.8,11/29/2018
705097.89,3621387.634,77.5,49.297,2,9,0.9,16:14.0,11/29/2018
705097.408,3621386.984,76.484,49.375,2,9,0.9,16:14.3,11/29/2018
705097.077,3621386.535,76.25,49.805,2,9,0.9,16:14.4,11/29/2018
705096.786,3621386.139,76.211,48.789,2,9,0.9,16:14.6,11/29/2018
705096.311,3621385.495,75.703,48.828,2,9,0.9,16:14.8,11/29/2018
705096.015,3621385.094,75.82,48.594,2,9,0.9,16:15.0,11/29/2018
705095.651,3621384.586,76.289,49.062,2,9,0.9,16:15.2,11/29/2018
705095.311,3621384.075,76.797,49.766,2,9,0.9,16:15.3,11/29/2018
705094.979,3621383.577,78.125,50.977,2,9,0.9,16:15.5,11/29/2018
705094.614,3621383.029,78.633,51.328,2,9,0.9,16:15.7,11/29/2018
705094.285,3621382.534,80.391,52.266,2,9,0.9,16:15.9,11/29/2018
705093.949,3621382.029,81.953,53.633,2,9,0.9,16:16.1,11/29/2018
705093.642,3621381.518,82.773,54.375,2,9,0.9,16:16.3,11/29/2018
705093.384,3621381.089,82.773,53.906,2,9,0.9,16:16.5,11/29/2018
705093.057,3621380.545,83.633,55.469,2,9,0.9,16:16.7,11/29/2018
705092.793,3621380.105,83.984,55.859,2,9,0.9,16:16.9,11/29/2018
705092.479,3621379.584,85.82,57.617,2,9,0.9,16:17.1,11/29/2018
705092.21,3621379.164,88.086,58.047,2,9,0.9,16:17.2,11/29/2018
705091.895,3621378.684,89.961,60.039,2,9,0.9,16:17.4,11/29/2018
705091.63,3621378.281,90.508,63.281,2,9,0.9,16:17.6,11/29/2018
705091.294,3621377.769,90.938,61.875,2,9,0.9,16:17.8,11/29/2018
705091.024,3621377.358,91.602,60.078,2,9,0.9,16:18.0,11/29/2018
705090.692,3621376.868,90,59.375,2,9,0.9,16:18.2,11/29/2018
705090.442,3621376.507,88.633,57.93,2,9,0.9,16:18.4,11/29/2018
705090.122,3621376.047,86.914,55.547,2,9,0.9,16:18.6,11/29/2018
705089.742,3621375.5,87.695,56.25,2,9,0.9,16:18.8,11/29/2018
705089.524,3621375.186,87.227,55.625,2,9,0.9,16:19.0,11/29/2018
