"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH","-1.0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
705159.848,3621598.606,62.422,44.297,2,9,0.9,47:18.3,11/29/2018
705159.56,3621598.096,63.281,43.516,2,9,0.9,47:18.5,11/29/2018
705159.247,3621597.541,63.125,42.578,2,9,0.9,47:18.7,11/29/2018
705158.847,3621596.831,62.539,43.242,2,9,0.9,47:18.9,11/29/2018
705158.627,3621596.444,63.203,41.602,2,9,0.9,47:19.1,11/29/2018
705158.235,3621595.764,62.305,41.094,2,9,0.9,47:19.3,11/29/2018
705158.024,3621595.399,61.367,39.922,2,9,0.9,47:19.5,11/29/2018
705157.75,3621594.924,60.195,40.586,2,9,0.9,47:19.6,11/29/2018
705157.437,3621594.38,60.039,39.844,2,9,0.9,47:19.8,11/29/2018
705157.062,3621593.73,59.883,41.055,2,9,0.9,47:20.1,11/29/2018
705156.834,3621593.331,59.766,42.148,2,9,0.9,47:20.2,11/29/2018
705156.483,3621592.717,60.117,41.68,2,9,0.9,47:20.4,11/29/2018
705156.244,3621592.298,60,41.602,2,9,0.9,47:20.6,11/29/2018
705155.896,3621591.69,60.078,42.109,2,9,0.9,47:20.8,11/29/2018
705155.658,3621591.274,60.312,42.539,2,9,0.9,47:21.0,11/29/2018
705155.308,3621590.66,61.445,44.609,2,9,0.9,47:21.2,11/29/2018
705155.081,3621590.263,62.461,43.789,2,9,0.9,47:21.3,11/29/2018
705154.753,3621589.688,61.953,42.734,2,9,0.9,47:21.5,11/29/2018
705154.414,3621589.094,61.055,44.141,2,9,0.9,47:21.8,11/29/2018
705154.173,3621588.673,61.406,43.242,2,9,0.9,47:21.9,11/29/2018
705153.883,3621588.163,61.719,44.023,2,9,0.9,47:22.1,11/29/2018
705153.603,3621587.669,61.992,42.383,2,9,0.9,47:22.3,11/29/2018
705153.271,3621587.082,62.93,42.5,2,9,0.9,47:22.5,11/29/2018
705152.998,3621586.599,63.242,43.164,2,9,0.9,47:22.7,11/29/2018
705152.728,3621586.122,63.672,43.125,2,9,0.9,47:22.8,11/29/2018
705152.377,3621585.507,63.906,43.633,2,9,0.9,47:23.1,11/29/2018
705152.072,3621584.997,64.023,44.453,2,9,0.9,47:23.3,11/29/2018
705151.811,3621584.56,64.922,44.18,2,9,0.9,47:23.4,11/29/2018
705151.464,3621583.982,65.117,44.688,2,9,0.9,47:23.6,11/29/2018
705151.178,3621583.504,65,44.141,2,9,0.9,47:23.8,11/29/2018
705150.799,3621582.871,65.742,44.375,2,9,0.9,47:24.0,11/29/2018
705150.538,3621582.429,65.273,44.766,2,9,0.9,47:24.2,11/29/2018
705150.227,3621581.903,64.961,43.867,2,9,0.9,47:24.4,11/29/2018
705149.868,3621581.294,65.117,44.023,2,9,0.9,47:24.6,11/29/2018
705149.584,3621580.815,64.375,44.609,2,9,0.9,47:24.8,11/29/2018
705149.24,3621580.232,65.156,44.102,2,9,0.9,47:25.0,11/29/2018
705148.941,3621579.717,64.336,43.906,2,9,0.9,47:25.1,11/29/2018
705148.607,3621579.133,63.828,43.438,2,9,0.9,47:25.3,11/29/2018
705148.199,3621578.422,63.359,42.109,2,9,0.9,47:25.6,11/29/2018
705147.956,3621577.997,62.773,42.734,2,9,0.9,47:25.7,11/29/2018
705147.693,3621577.538,62.305,41.992,2,9,0.9,47:25.9,11/29/2018
705147.32,3621576.886,62.812,42.383,2,9,0.9,47:26.1,11/29/2018
705147.028,3621576.381,63.242,42.891,2,9,0.9,47:26.3,11/29/2018
705146.653,3621575.73,63.203,43.75,2,9,0.9,47:26.5,11/29/2018
705146.406,3621575.301,63.828,42.695,2,9,0.9,47:26.7,11/29/2018
705146.044,3621574.673,63.828,43.359,2,9,0.9,47:26.9,11/29/2018
705145.766,3621574.192,63.438,42.969,2,9,0.9,47:27.0,11/29/2018
705145.414,3621573.593,63.477,42.773,2,9,0.9,47:27.2,11/29/2018
705145.095,3621573.053,62.266,41.914,2,9,0.9,47:27.4,11/29/2018
705144.731,3621572.438,62.305,42.969,2,9,0.9,47:27.6,11/29/2018
705144.423,3621571.916,63.242,43.906,2,9,0.9,47:27.8,11/29/2018
705144.045,3621571.277,64.453,45.156,2,9,0.9,47:28.0,11/29/2018
705143.726,3621570.731,65.781,45.664,2,9,0.9,47:28.2,11/29/2018
705143.343,3621570.076,66.914,46.562,2,9,0.9,47:28.4,11/29/2018
705143.069,3621569.606,67.773,46.562,2,9,0.9,47:28.6,11/29/2018
705142.766,3621569.089,69.766,49.648,2,9,0.9,47:28.7,11/29/2018
705142.408,3621568.476,70.703,50.977,2,9,0.9,47:28.9,11/29/2018
705142.098,3621567.945,71.914,49.297,2,9,0.9,47:29.1,11/29/2018
705141.74,3621567.331,70.703,47.109,2,9,0.9,47:29.3,11/29/2018
705141.44,3621566.816,68.086,45.547,2,9,0.9,47:29.5,11/29/2018
705141.065,3621566.173,66.641,45.156,2,9,0.9,47:29.7,11/29/2018
705140.782,3621565.687,65.312,44.57,2,9,0.9,47:29.9,11/29/2018
705140.379,3621564.996,65.898,43.398,2,9,0.9,47:30.1,11/29/2018
705140.111,3621564.533,65.508,43.398,2,9,0.9,47:30.3,11/29/2018
705139.792,3621563.983,65.547,42.383,2,9,0.9,47:30.5,11/29/2018
705139.489,3621563.46,64.688,42.969,2,9,0.9,47:30.6,11/29/2018
705139.115,3621562.815,63.047,42.617,2,9,0.9,47:30.9,11/29/2018
705138.838,3621562.337,62.07,42.539,2,9,0.9,47:31.0,11/29/2018
705138.432,3621561.65,62.266,42.383,2,9,0.9,47:31.3,11/29/2018
705138.185,3621561.231,62.578,42.031,2,9,0.9,47:31.4,11/29/2018
705137.892,3621560.734,62.266,42.852,2,9,0.9,47:31.6,11/29/2018
705137.552,3621560.159,63.203,43.281,2,9,0.9,47:31.8,11/29/2018
705137.242,3621559.634,63.867,43.945,2,9,0.9,47:32.0,11/29/2018
705136.874,3621559.004,65.469,45.508,2,9,0.9,47:32.2,11/29/2018
705136.596,3621558.527,67.305,47.305,2,9,0.9,47:32.4,11/29/2018
705136.322,3621558.056,67.461,47.227,2,9,0.9,47:32.5,11/29/2018
705135.969,3621557.45,68.516,46.797,2,9,0.9,47:32.7,11/29/2018
705135.639,3621556.884,69.727,48.125,2,9,0.9,47:32.9,11/29/2018
705135.349,3621556.386,70,48.281,2,9,0.9,47:33.1,11/29/2018
705134.965,3621555.729,69.961,47.383,2,9,0.9,47:33.4,11/29/2018
705134.742,3621555.347,70.234,46.719,2,9,0.9,47:33.5,11/29/2018
705134.355,3621554.684,69.961,47.461,2,9,0.9,47:33.7,11/29/2018
705134.082,3621554.218,69.102,46.094,2,9,0.9,47:33.9,11/29/2018
705133.716,3621553.595,68.75,45.82,2,9,0.9,47:34.1,11/29/2018
705133.458,3621553.166,68.516,45.391,2,9,0.9,47:34.3,11/29/2018
705133.138,3621552.632,68.203,45.43,2,9,0.9,47:34.5,11/29/2018
705132.855,3621552.158,67.148,44.531,2,9,0.9,47:34.6,11/29/2018
705132.559,3621551.665,67.031,45.508,2,9,0.9,47:34.8,11/29/2018
705132.206,3621551.076,66.484,45.859,2,9,0.9,47:35.0,11/29/2018
705131.828,3621550.418,66.289,45.469,2,9,0.9,47:35.3,11/29/2018
705131.646,3621550.098,66.406,45.273,2,9,0.9,47:35.4,11/29/2018
705131.323,3621549.533,66.914,45.039,2,9,0.9,47:35.6,11/29/2018
705131.034,3621549.029,66.328,45.508,2,9,0.9,47:35.8,11/29/2018
705130.71,3621548.461,65.742,44.531,2,9,0.9,47:36.0,11/29/2018
705130.378,3621547.878,67.148,44.648,2,9,0.9,47:36.2,11/29/2018
705130.128,3621547.438,67.383,45.156,2,9,0.9,47:36.3,11/29/2018
705129.849,3621546.945,66.211,43.906,2,9,0.9,47:36.5,11/29/2018
705129.532,3621546.387,66.367,44.844,2,9,0.9,47:36.7,11/29/2018
705129.212,3621545.823,65.742,45.273,2,9,0.9,47:36.9,11/29/2018
705128.941,3621545.346,66.016,44.414,2,9,0.9,47:37.1,11/29/2018
705128.563,3621544.683,65.43,43.984,2,9,0.9,47:37.3,11/29/2018
705128.31,3621544.24,65.039,43.594,2,9,0.9,47:37.5,11/29/2018
705128.022,3621543.734,65.82,44.727,2,9,0.9,47:37.7,11/29/2018
705127.71,3621543.186,66.211,43.438,2,9,0.9,47:37.9,11/29/2018
705127.404,3621542.65,65.508,44.805,2,9,0.9,47:38.1,11/29/2018
705127.09,3621542.105,67.031,44.961,2,9,0.9,47:38.3,11/29/2018
705126.68,3621541.396,68.594,45.625,2,9,0.9,47:38.5,11/29/2018
705126.417,3621540.94,70.117,46.25,2,9,0.9,47:38.6,11/29/2018
705126.147,3621540.472,70.078,46.953,2,9,0.9,47:38.8,11/29/2018
705125.738,3621539.762,70.664,47.773,2,9,0.9,47:39.0,11/29/2018
705125.436,3621539.233,71.484,48.672,2,9,0.9,47:39.2,11/29/2018
705125.097,3621538.64,72.539,48.828,2,9,0.9,47:39.4,11/29/2018
705124.854,3621538.215,74.57,50,2,9,0.9,47:39.6,11/29/2018
705124.478,3621537.558,75.43,50.078,2,9,0.9,47:39.8,11/29/2018
705124.23,3621537.125,76.172,50.352,2,9,0.9,47:40.0,11/29/2018
705123.941,3621536.617,76.719,50.312,2,9,0.9,47:40.1,11/29/2018
705123.612,3621536.038,76.992,50.43,2,9,0.9,47:40.3,11/29/2018
705123.309,3621535.504,81.328,64.844,2,9,0.9,47:40.5,11/29/2018
705122.983,3621534.93,83.711,69.922,2,9,0.9,47:40.7,11/29/2018
705122.682,3621534.401,84.18,60.195,2,9,0.9,47:40.9,11/29/2018
705122.293,3621533.727,80.664,54.102,2,9,0.9,47:41.1,11/29/2018
705122.057,3621533.328,78.164,51.484,2,9,0.9,47:41.3,11/29/2018
705121.794,3621532.882,78.32,52.695,2,9,0.9,47:41.5,11/29/2018
705121.46,3621532.316,79.297,52.578,2,9,0.9,47:41.7,11/29/2018
705121.101,3621531.71,80.234,52.852,2,9,0.9,47:41.9,11/29/2018
705120.82,3621531.23,81.016,52.695,2,9,0.9,47:42.1,11/29/2018
705120.514,3621530.679,81.875,52.93,2,9,0.9,47:42.3,11/29/2018
705120.286,3621530.27,83.438,55.977,2,9,0.9,47:42.4,11/29/2018
705120.011,3621529.775,85.664,58.125,2,9,0.9,47:42.6,11/29/2018
705119.676,3621529.174,89.844,61.758,2,9,0.9,47:42.8,11/29/2018
705119.447,3621528.762,95.508,65.977,2,9,0.9,47:43.0,11/29/2018
705119.127,3621528.215,100.898,68.555,2,9,0.9,47:43.2,11/29/2018
705118.825,3621527.713,104.453,70.625,2,9,0.9,47:43.4,11/29/2018
705118.457,3621527.102,106.836,71.172,2,9,0.9,47:43.6,11/29/2018
705118.233,3621526.732,105.82,70.117,2,9,0.9,47:43.7,11/29/2018
705117.864,3621526.118,103.945,68.125,2,9,0.9,47:44.0,11/29/2018
705117.582,3621525.638,100.781,67.109,2,9,0.9,47:44.1,11/29/2018
705117.27,3621525.096,99.023,65.938,2,9,0.9,47:44.3,11/29/2018
705116.991,3621524.611,98.359,67.148,2,9,0.9,47:44.5,11/29/2018
705116.608,3621523.946,98.047,67.461,2,9,0.9,47:44.7,11/29/2018
705116.359,3621523.512,99.297,68.867,2,9,0.9,47:44.9,11/29/2018
705116.078,3621523.018,100.703,70.273,2,9,0.9,47:45.1,11/29/2018
705115.768,3621522.433,102.5,71.445,2,9,0.9,47:45.3,11/29/2018
705115.503,3621521.935,105.938,73.477,2,9,0.9,47:45.4,11/29/2018
705115.188,3621521.341,111.094,77.773,2,9,0.9,47:45.6,11/29/2018
705114.6,3621520.234,122.656,86.562,2,9,0.9,47:46.0,11/29/2018
705114.316,3621519.726,124.961,86.172,2,9,0.9,47:46.2,11/29/2018
705114.004,3621519.172,126.211,84.805,2,9,0.9,47:46.4,11/29/2018
705113.728,3621518.682,126.797,85.195,2,9,0.9,47:46.6,11/29/2018
705113.412,3621518.12,128.32,85.977,2,9,0.9,47:46.8,11/29/2018
705113.114,3621517.591,129.062,87.93,2,9,0.9,47:47.0,11/29/2018
705112.837,3621517.109,129.336,88.008,2,9,0.9,47:47.2,11/29/2018
705112.574,3621516.655,129.531,87.695,2,9,0.9,47:47.4,11/29/2018
705112.276,3621516.142,130.664,89.414,2,9,0.9,47:47.6,11/29/2018
705112.004,3621515.673,129.648,89.609,2,9,0.9,47:47.7,11/29/2018
705111.66,3621515.081,128.789,88.945,2,9,0.9,47:48.0,11/29/2018
705111.406,3621514.686,128.125,89.492,2,9,0.9,47:48.1,11/29/2018
705110.979,3621514.074,127.227,88.398,2,9,0.9,47:48.4,11/29/2018
705110.72,3621513.703,127.109,88.477,2,9,0.9,47:48.5,11/29/2018
705110.391,3621513.233,126.484,88.438,2,9,0.9,47:48.7,11/29/2018
705109.994,3621512.664,125.977,87.695,2,9,0.9,47:48.9,11/29/2018
705109.726,3621512.264,123.203,85.078,2,9,0.9,47:49.1,11/29/2018
705109.428,3621511.74,121.719,82.188,2,9,0.9,47:49.3,11/29/2018
705109.203,3621511.345,118.789,79.531,2,9,0.9,47:49.5,11/29/2018
705108.879,3621510.776,114.219,75.234,2,9,0.9,47:49.7,11/29/2018
705108.656,3621510.383,107.734,70.547,2,9,0.9,47:49.9,11/29/2018
705108.416,3621509.962,101.25,65.352,2,9,0.9,47:50.0,11/29/2018
705108.164,3621509.529,94.688,60.977,2,9,0.9,47:50.2,11/29/2018
705107.879,3621509.039,88.047,56.289,2,9,0.9,47:50.4,11/29/2018
705107.606,3621508.57,82.617,51.992,2,9,0.9,47:50.6,11/29/2018
705107.277,3621508.005,77.227,48.594,2,9,0.9,47:50.8,11/29/2018
705107.045,3621507.607,74.453,48.438,2,9,0.9,47:51.0,11/29/2018
705106.702,3621507.01,71.992,47.188,2,9,0.9,47:51.2,11/29/2018
705106.466,3621506.597,69.961,46.641,2,9,0.9,47:51.3,11/29/2018
705106.103,3621505.961,68.789,44.922,2,9,0.9,47:51.6,11/29/2018
705105.859,3621505.534,66.953,43.672,2,9,0.9,47:51.7,11/29/2018
705105.556,3621505.004,64.883,42.461,2,9,0.9,47:51.9,11/29/2018
705105.25,3621504.475,63.594,42.5,2,9,0.9,47:52.1,11/29/2018
705104.976,3621504.008,62.422,42.383,2,9,0.9,47:52.3,11/29/2018
705104.663,3621503.473,62.539,41.797,2,9,0.9,47:52.5,11/29/2018
705104.331,3621502.906,62.734,41.68,2,9,0.9,47:52.7,11/29/2018
705104.026,3621502.385,61.836,41.797,2,9,0.9,47:52.9,11/29/2018
705103.68,3621501.796,61.172,41.719,2,9,0.9,47:53.1,11/29/2018
705103.367,3621501.275,60.898,41.523,2,9,0.9,47:53.2,11/29/2018
705103.007,3621500.675,59.375,40.117,2,9,0.9,47:53.5,11/29/2018
705102.7,3621500.164,58.867,39.102,2,9,0.9,47:53.6,11/29/2018
705102.341,3621499.566,57.148,38.555,2,9,0.9,47:53.8,11/29/2018
705101.999,3621498.996,56.289,37.852,2,9,0.9,47:54.0,11/29/2018
705101.713,3621498.509,55.625,37.773,2,9,0.9,47:54.2,11/29/2018
705101.336,3621497.862,54.688,36.523,2,9,0.9,47:54.4,11/29/2018
705101.029,3621497.339,53.828,37.031,2,9,0.9,47:54.6,11/29/2018
705100.716,3621496.803,52.93,37.109,2,9,0.9,47:54.8,11/29/2018
705100.359,3621496.192,52.5,36.758,2,9,0.9,47:55.0,11/29/2018
705099.961,3621495.506,52.305,35.352,2,9,0.9,47:55.2,11/29/2018
705099.7,3621495.055,51.875,35.703,2,9,0.9,47:55.3,11/29/2018
705099.377,3621494.497,52.305,36.133,2,9,0.9,47:55.5,11/29/2018
705099.04,3621493.914,51.992,35.469,2,9,0.9,47:55.7,11/29/2018
705098.729,3621493.376,51.992,36.172,2,9,0.9,47:55.9,11/29/2018
705098.37,3621492.751,52.266,35.664,2,9,0.9,47:56.1,11/29/2018
705098.072,3621492.22,52.109,35.547,2,9,0.9,47:56.3,11/29/2018
705097.709,3621491.575,52.148,35.273,2,9,0.9,47:56.5,11/29/2018
705097.412,3621491.047,50.742,34.453,2,9,0.9,47:56.7,11/29/2018
705097.059,3621490.418,51.523,34.258,2,9,0.9,47:56.9,11/29/2018
705096.735,3621489.841,51.094,35.352,2,9,0.9,47:57.0,11/29/2018
705096.391,3621489.227,51.25,35.156,2,9,0.9,47:57.3,11/29/2018
705096.109,3621488.724,51.602,35.938,2,9,0.9,47:57.4,11/29/2018
705095.769,3621488.117,51.602,36.68,2,9,0.9,47:57.6,11/29/2018
705095.487,3621487.614,51.172,37.031,2,9,0.9,47:57.8,11/29/2018
705095.127,3621486.971,50.273,35.508,2,9,0.9,47:58.0,11/29/2018
705094.86,3621486.482,49.844,35.273,2,9,0.9,47:58.2,11/29/2018
705094.534,3621485.882,49.766,35.156,2,9,0.9,47:58.4,11/29/2018
705094.148,3621485.17,49.492,34.688,2,9,0.9,47:58.6,11/29/2018
705093.916,3621484.744,50.156,35,2,9,0.9,47:58.8,11/29/2018
705093.632,3621484.22,50.234,36.055,2,9,0.9,47:58.9,11/29/2018
705093.323,3621483.6,49.961,34.727,2,9,0.9,47:59.2,11/29/2018
705093.03,3621482.954,50.859,35.117,2,9,0.9,47:59.4,11/29/2018
705092.861,3621482.582,51.406,35.117,2,9,0.9,47:59.5,11/29/2018
705092.64,3621482.095,51.211,35.859,2,9,0.9,47:59.7,11/29/2018
705092.364,3621481.488,51.367,36.133,2,9,0.9,47:59.9,11/29/2018
705092.133,3621481.014,52.344,35.977,2,9,0.9,48:00.1,11/29/2018
705091.761,3621480.435,52.383,35.977,2,9,0.9,48:00.3,11/29/2018
705091.462,3621479.969,52.383,35.312,2,9,0.9,48:00.5,11/29/2018
705091.103,3621479.409,52.656,35.859,2,9,0.9,48:00.7,11/29/2018
705090.735,3621478.835,52.773,35.781,2,9,0.9,48:00.9,11/29/2018
705090.416,3621478.339,52.461,36.445,2,9,0.9,48:01.0,11/29/2018
705090.041,3621477.72,52.188,35.781,2,9,0.9,48:01.3,11/29/2018
705089.742,3621477.224,51.445,36.328,2,9,0.9,48:01.4,11/29/2018
705089.409,3621476.672,50.977,35.43,2,9,0.9,48:01.6,11/29/2018
705089.127,3621476.205,50.977,35.273,2,9,0.9,48:01.8,11/29/2018
705088.831,3621475.715,49.883,34.609,2,9,0.9,48:02.0,11/29/2018
705088.468,3621475.113,49.258,33.945,2,9,0.9,48:02.2,11/29/2018
705088.199,3621474.664,47.812,33.203,2,9,0.9,48:02.4,11/29/2018
705087.866,3621474.11,48.203,34.062,2,9,0.9,48:02.6,11/29/2018
705087.571,3621473.62,48.711,34.453,2,9,0.9,48:02.7,11/29/2018
705087.214,3621473.026,48.711,35,2,9,0.9,48:02.9,11/29/2018
705086.927,3621472.545,48.984,34.062,2,9,0.9,48:03.1,11/29/2018
705086.592,3621471.978,49.258,35.273,2,9,0.9,48:03.3,11/29/2018
705086.299,3621471.48,50.156,36.133,2,9,0.9,48:03.5,11/29/2018
705085.965,3621470.913,50.859,36.25,2,9,0.9,48:03.7,11/29/2018
705085.68,3621470.429,51.016,35.977,2,9,0.9,48:03.9,11/29/2018
705085.339,3621469.849,50.625,34.727,2,9,0.9,48:04.1,11/29/2018
705085.051,3621469.35,49.688,34.648,2,9,0.9,48:04.3,11/29/2018
705084.745,3621468.818,49.648,33.867,2,9,0.9,48:04.5,11/29/2018
705084.467,3621468.336,49.492,34.18,2,9,0.9,48:04.6,11/29/2018
705084.163,3621467.81,49.844,34.609,2,9,0.9,48:04.8,11/29/2018
705083.837,3621467.244,50.703,35.117,2,9,0.9,48:05.0,11/29/2018
705083.527,3621466.735,52.031,36.523,2,9,0.9,48:05.2,11/29/2018
705083.16,3621466.136,52.07,36.602,2,9,0.9,48:05.4,11/29/2018
705082.868,3621465.661,52.5,36.992,2,9,0.9,48:05.6,11/29/2018
705082.552,3621465.144,52.891,37.148,2,9,0.9,48:05.8,11/29/2018
705082.248,3621464.649,53.398,37.5,2,9,0.9,48:06.0,11/29/2018
705081.91,3621464.09,52.812,36.523,2,9,0.9,48:06.2,11/29/2018
705081.589,3621463.554,52.617,35.859,2,9,0.9,48:06.4,11/29/2018
705081.33,3621463.12,52.539,35.938,2,9,0.9,48:06.5,11/29/2018
705080.999,3621462.568,51.562,35.742,2,9,0.9,48:06.7,11/29/2018
705080.622,3621461.939,51.914,35.039,2,9,0.9,48:07.0,11/29/2018
705080.365,3621461.506,51.836,35.312,2,9,0.9,48:07.1,11/29/2018
705079.99,3621460.87,51.406,35.195,2,9,0.9,48:07.3,11/29/2018
705079.748,3621460.459,51.602,35,2,9,0.9,48:07.5,11/29/2018
705079.358,3621459.798,51.602,35.352,2,9,0.9,48:07.7,11/29/2018
705079.1,3621459.36,51.68,34.922,2,9,0.9,48:07.9,11/29/2018
705078.814,3621458.874,52.031,35.078,2,9,0.9,48:08.1,11/29/2018
705078.49,3621458.316,53.125,36.797,2,9,0.9,48:08.3,11/29/2018
705078.207,3621457.83,54.805,38.086,2,9,0.9,48:08.4,11/29/2018
705077.846,3621457.208,54.805,36.562,2,9,0.9,48:08.7,11/29/2018
705077.604,3621456.792,53.164,34.336,2,9,0.9,48:08.8,11/29/2018
705077.257,3621456.195,51.953,34.727,2,9,0.9,48:09.0,11/29/2018
705076.974,3621455.717,51.484,34.922,2,9,0.9,48:09.2,11/29/2018
705076.629,3621455.135,50.234,33.594,2,9,0.9,48:09.4,11/29/2018
705076.348,3621454.66,49.609,32.812,2,9,0.9,48:09.6,11/29/2018
705076.019,3621454.105,48.633,32.969,2,9,0.9,48:09.8,11/29/2018
705075.716,3621453.594,49.844,33.008,2,9,0.9,48:10.0,11/29/2018
705075.329,3621452.934,49.805,34.453,2,9,0.9,48:10.2,11/29/2018
705075.095,3621452.532,49.531,33.828,2,9,0.9,48:10.4,11/29/2018
705074.832,3621452.081,49.102,32.773,2,9,0.9,48:10.5,11/29/2018
705074.498,3621451.508,49.922,33.398,2,9,0.9,48:10.7,11/29/2018
705074.166,3621450.937,50.117,33.984,2,9,0.9,48:10.9,11/29/2018
705073.885,3621450.454,50.43,34.023,2,9,0.9,48:11.1,11/29/2018
705073.519,3621449.817,50.508,33.789,2,9,0.9,48:11.3,11/29/2018
705073.253,3621449.353,50.742,34.688,2,9,0.9,48:11.5,11/29/2018
705072.975,3621448.87,52.109,35.742,2,9,0.9,48:11.7,11/29/2018
705072.617,3621448.247,52.773,35.352,2,9,0.9,48:11.9,11/29/2018
705072.363,3621447.805,53.164,35.781,2,9,0.9,48:12.0,11/29/2018
705072.014,3621447.215,53.086,35.312,2,9,0.9,48:12.3,11/29/2018
705071.742,3621446.754,53.008,35.117,2,9,0.9,48:12.4,11/29/2018
705071.405,3621446.183,53.047,35.117,2,9,0.9,48:12.6,11/29/2018
705071.121,3621445.702,52.266,35.039,2,9,0.9,48:12.8,11/29/2018
705070.754,3621445.081,52.422,35.117,2,9,0.9,48:13.0,11/29/2018
705070.485,3621444.624,52.227,34.492,2,9,0.9,48:13.2,11/29/2018
705070.148,3621444.051,52.383,35.039,2,9,0.9,48:13.4,11/29/2018
705069.872,3621443.582,53.828,35.234,2,9,0.9,48:13.6,11/29/2018
705069.535,3621443.01,55.625,37.539,2,9,0.9,48:13.8,11/29/2018
705069.246,3621442.518,57.5,38.555,2,9,0.9,48:13.9,11/29/2018
705068.915,3621441.945,57.773,38.906,2,9,0.9,48:14.1,11/29/2018
705068.649,3621441.479,58.281,38.516,2,9,0.9,48:14.3,11/29/2018
705068.311,3621440.885,59.062,39.336,2,9,0.9,48:14.5,11/29/2018
705067.935,3621440.224,60.156,40.312,2,9,0.9,48:14.8,11/29/2018
705067.682,3621439.781,60.195,38.945,2,9,0.9,48:14.9,11/29/2018
705067.346,3621439.196,59.375,39.453,2,9,0.9,48:15.1,11/29/2018
705067.089,3621438.757,58.477,39.453,2,9,0.9,48:15.3,11/29/2018
705066.793,3621438.25,58.789,39.805,2,9,0.9,48:15.5,11/29/2018
705066.434,3621437.636,58.828,39.336,2,9,0.9,48:15.7,11/29/2018
705066.146,3621437.143,59.18,38.711,2,9,0.9,48:15.8,11/29/2018
705065.771,3621436.503,59.531,39.023,2,9,0.9,48:16.1,11/29/2018
705065.528,3621436.093,60.195,40.078,2,9,0.9,48:16.2,11/29/2018
705065.172,3621435.491,60.508,40.234,2,9,0.9,48:16.4,11/29/2018
705064.795,3621434.854,61.406,40.469,2,9,0.9,48:16.7,11/29/2018
705064.549,3621434.438,62.188,39.922,2,9,0.9,48:16.8,11/29/2018
705064.184,3621433.821,62.461,39.766,2,9,0.9,48:17.0,11/29/2018
705063.918,3621433.36,61.992,39.961,2,9,0.9,48:17.2,11/29/2018
705063.536,3621432.691,62.109,40.078,2,9,0.9,48:17.4,11/29/2018
705063.264,3621432.216,62.656,40.508,2,9,0.9,48:17.6,11/29/2018
705062.995,3621431.744,63.047,41.719,2,9,0.9,48:17.7,11/29/2018
705062.619,3621431.087,64.102,41.797,2,9,0.9,48:18.0,11/29/2018
705062.356,3621430.628,64.609,42.148,2,9,0.9,48:18.1,11/29/2018
705062.009,3621430.027,65.469,42.852,2,9,0.9,48:18.3,11/29/2018
705061.707,3621429.501,65.156,41.992,2,9,0.9,48:18.5,11/29/2018
705061.33,3621428.847,64.766,41.055,2,9,0.9,48:18.7,11/29/2018
705060.989,3621428.254,63.672,41.875,2,9,0.9,48:18.9,11/29/2018
705060.723,3621427.79,63.438,42.031,2,9,0.9,48:19.1,11/29/2018
705060.471,3621427.345,63.789,41.797,2,9,0.9,48:19.3,11/29/2018
705060.13,3621426.744,64.531,42.695,2,9,0.9,48:19.5,11/29/2018
705059.867,3621426.28,65.273,41.68,2,9,0.9,48:19.6,11/29/2018
705059.544,3621425.71,66.289,43.672,2,9,0.9,48:19.8,11/29/2018
705059.182,3621425.074,67.188,43.711,2,9,0.9,48:20.1,11/29/2018
705058.94,3621424.665,67.734,44.648,2,9,0.9,48:20.2,11/29/2018
705058.669,3621424.204,68.594,44.336,2,9,0.9,48:20.4,11/29/2018
705058.344,3621423.655,68.789,44.688,2,9,0.9,48:20.6,11/29/2018
705057.985,3621423.047,68.711,44.297,2,9,0.9,48:20.8,11/29/2018
705057.735,3621422.624,68.672,44.414,2,9,0.9,48:21.0,11/29/2018
705057.453,3621422.135,69.805,45.156,2,9,0.9,48:21.2,11/29/2018
705057.1,3621421.516,70.82,46.68,2,9,0.9,48:21.4,11/29/2018
705056.835,3621421.051,71.328,47.422,2,9,0.9,48:21.6,11/29/2018
705056.525,3621420.507,72.578,47.383,2,9,0.9,48:21.8,11/29/2018
705056.302,3621420.116,72.734,47.578,2,9,0.9,48:21.9,11/29/2018
705055.961,3621419.521,72.891,46.758,2,9,0.9,48:22.1,11/29/2018
705055.732,3621419.124,73.477,48.828,2,9,0.9,48:22.3,11/29/2018
705055.405,3621418.557,75.234,50.742,2,9,0.9,48:22.5,11/29/2018
705055.176,3621418.159,76.328,51.836,2,9,0.9,48:22.7,11/29/2018
705054.88,3621417.646,75.898,48.75,2,9,0.9,48:22.9,11/29/2018
705054.619,3621417.194,75.352,49.258,2,9,0.9,48:23.1,11/29/2018
705054.286,3621416.619,74.609,47.734,2,9,0.9,48:23.3,11/29/2018
705054.058,3621416.225,73.633,47.656,2,9,0.9,48:23.4,11/29/2018
705053.724,3621415.647,74.297,47.773,2,9,0.9,48:23.7,11/29/2018
705053.487,3621415.238,75.703,49.297,2,9,0.9,48:23.8,11/29/2018
705053.206,3621414.753,77.07,50.117,2,9,0.9,48:24.0,11/29/2018
705052.9,3621414.21,77.109,49.844,2,9,0.9,48:24.2,11/29/2018
705052.64,3621413.747,77.305,49.766,2,9,0.9,48:24.4,11/29/2018
